time_sec,n1,n2,n3
7502.344,1.140,0.610,-0.230
7503.125,1.500,-0.060,-0.390
7503.906,1.290,-0.690,0.170
7504.688,0.700,-1.090,0.570
7505.469,0.010,-1.400,0.350
7506.250,-1.160,-0.810,0.260
7507.031,-1.460,0.390,0.610
7507.812,-0.430,0.730,0.710
7508.594,0.480,-0.040,-0.170
7509.375,-0.040,-0.720,-0.990
7510.156,-0.550,-0.350,-1.070
7510.938,-0.210,0.160,-0.860
7511.719,0.290,0.280,-0.560
7512.500,0.350,0.180,0.120
7513.281,0.610,0.070,0.760
7514.062,1.010,-0.280,0.510
7514.844,0.290,-0.450,0.050
7515.625,-0.650,-0.010,-0.130
7516.406,-0.730,0.590,-0.220
7517.188,-0.880,0.990,-0.240
7517.969,-0.550,1.320,-0.570
7518.750,-0.480,1.240,-0.680
7519.531,0.030,1.440,-0.810
7520.312,1.740,0.410,-0.710
7521.094,1.830,-1.850,0.180
7521.875,0.400,-2.690,0.920
7522.656,-1.020,-1.850,1.410
7523.438,-1.060,-0.520,1.520
7524.219,-0.570,0.160,1.040
7525.000,-0.440,0.620,0.660
7525.781,-0.230,0.910,0.470
7526.562,0.460,0.870,0.190
7527.344,0.640,0.620,0.390
7528.125,0.810,0.090,0.490
7528.906,0.590,-0.730,0.020
7529.688,-0.130,-0.980,-0.610
7530.469,-0.310,-0.880,-0.660
7531.250,-0.520,-0.750,0.000
7532.031,-0.550,-0.280,-0.110
7532.812,-0.970,0.500,-0.660
7533.594,-0.880,1.340,-0.970
7534.375,-0.120,1.370,-1.250
7535.156,0.720,0.970,-1.160
7535.938,1.750,-0.260,-1.170
7536.719,1.380,-1.450,-0.820
7537.500,0.290,-1.470,-0.270
7538.281,-0.750,-0.770,0.320
7539.062,-1.160,0.140,0.940
7539.844,-1.000,0.890,0.730
7540.625,-0.750,1.550,0.390
7541.406,0.150,1.490,0.140
7542.188,0.340,1.100,0.090
7542.969,0.960,0.580,0.170
7543.750,1.180,-0.390,0.310
7544.531,0.380,-0.880,0.940
7545.312,0.090,-0.930,1.200
7546.094,-0.440,-0.840,0.800
7546.875,-0.730,-0.380,0.260
7547.656,-1.220,0.330,-0.050
7548.438,-0.760,0.880,-0.240
7549.219,0.570,0.400,-0.620
7550.000,0.380,-0.090,-0.470
7550.781,0.570,-0.220,-0.180
7551.562,1.360,-0.990,-0.470
7552.344,1.080,-1.810,-0.530
7553.125,-0.660,-1.730,-0.180
7553.906,-1.150,-0.660,0.230
7554.688,-0.890,0.240,0.360
7555.469,-0.850,0.790,0.100
7556.250,-0.490,0.990,-0.220
7557.031,-0.390,1.150,-0.340
7557.812,0.570,1.030,-0.260
7558.594,1.380,0.410,-0.210
7559.375,1.190,-0.230,0.100
7560.156,0.300,-0.260,0.450
7560.938,0.190,0.020,0.690
7561.719,-0.030,0.030,0.350
7562.500,-0.670,-0.120,-0.290
7563.281,-1.170,0.230,-0.380
7564.062,-0.720,0.580,-0.190
7564.844,-0.090,0.230,0.210
7565.625,0.620,-0.270,0.170
7566.406,1.110,-1.040,-0.330
7567.188,0.160,-1.130,-0.630
7567.969,-0.640,-0.240,-0.240
7568.750,-0.670,0.670,0.400
7569.531,-0.050,0.920,0.350
7570.312,0.380,0.920,-0.240
7571.094,0.390,0.500,-0.140
7571.875,0.370,-0.180,0.220
7572.656,0.040,-0.640,0.000
7573.438,-0.910,-0.220,-0.160
7574.219,-0.650,0.680,-0.160
7575.000,0.200,0.880,0.080
7575.781,0.880,0.200,0.220
7576.562,0.380,-0.680,0.150
7577.344,-0.020,-0.740,0.290
7578.125,0.220,-0.750,0.280
7578.906,0.100,-0.460,0.100
7579.688,0.340,-0.560,0.260
7580.469,0.090,-0.930,-0.070
7581.250,-0.590,-0.790,-0.540
7582.031,-1.170,-0.240,-0.180
7582.812,-0.840,0.540,0.240
7583.594,-0.390,0.950,0.130
7584.375,0.030,0.980,-0.130
7585.156,0.330,0.850,0.170
7585.938,0.910,0.430,0.070
7586.719,1.030,-0.310,-0.510
7587.500,0.300,-0.600,-0.610
7588.281,-0.050,-0.420,-0.160
7589.062,0.090,-0.310,0.540
7589.844,0.240,-0.310,0.560
7590.625,-0.250,-0.080,0.290
7591.406,-0.600,0.470,-0.090
7592.188,-0.310,0.860,-0.260
7592.969,-0.100,0.870,0.010
7593.750,0.350,0.590,0.160
7594.531,0.380,-0.130,-0.030
7595.312,-0.430,-0.290,-0.420
7596.094,-0.680,-0.030,-0.500
7596.875,-0.520,0.090,-0.310
7597.656,0.300,0.080,-0.260
7598.438,0.650,-0.580,-0.100
7599.219,-0.110,-0.900,0.340
7600.000,-0.410,-0.330,0.480
7600.781,-0.130,0.270,0.220
7601.562,0.240,0.560,-0.280
7602.344,0.600,0.470,-0.220
7603.125,0.760,-0.120,0.200
7603.906,0.610,-0.610,0.300
7604.688,0.160,-0.910,0.180
7605.469,-0.410,-0.850,0.480
7606.250,-0.780,-0.310,0.530
7607.031,-0.880,0.050,0.480
7607.812,-0.720,0.370,0.300
7608.594,-0.590,0.890,-0.510
7609.375,-0.260,1.300,-0.500
7610.156,0.630,1.080,-0.260
7610.938,1.310,0.320,-0.370
7611.719,1.140,-0.670,-0.400
7612.500,0.350,-1.240,-0.230
7613.281,-0.410,-0.860,-0.210
7614.062,-0.630,-0.120,0.020
7614.844,-0.360,0.490,0.410
7615.625,0.230,0.570,0.480
7616.406,0.360,0.020,0.210
7617.188,-0.190,-0.150,0.030
7617.969,-0.100,0.190,-0.110
7618.750,0.030,-0.220,-0.290
7619.531,-0.830,-0.360,-0.010
7620.312,-0.480,0.110,-0.070
7621.094,0.130,0.070,-0.180
7621.875,0.310,-0.180,-0.410
7622.656,0.450,-0.440,-0.640
7623.438,0.370,-0.250,-0.360
7624.219,0.380,-0.200,0.030
7625.000,-0.170,-0.160,0.350
7625.781,-0.480,0.260,0.540
7626.562,-0.450,0.560,0.620
7627.344,-0.160,0.530,0.460
7628.125,-0.250,0.640,0.060
7628.906,-0.120,0.960,0.010
7629.688,0.750,0.720,0.370
7630.469,1.160,-0.120,0.060
7631.250,0.600,-0.840,-0.150
7632.031,-0.160,-0.910,-0.240
7632.812,-1.210,-0.490,-0.100
7633.594,-1.010,0.240,0.410
7634.375,-0.170,0.390,0.250
7635.156,0.360,0.080,-0.090
7635.938,0.540,-0.290,-0.390
7636.719,-0.150,-0.460,-0.240
7637.500,-0.420,-0.100,-0.270
7638.281,-0.340,0.370,-0.390
7639.062,0.410,0.370,-0.350
7639.844,0.760,0.010,-0.610
7640.625,0.720,-0.370,-0.550
7641.406,0.290,-0.460,0.250
7642.188,0.260,-0.290,0.970
7642.969,-0.080,-0.220,1.060
7643.750,-0.180,-0.170,0.660
7644.531,-0.290,-0.420,-0.020
7645.312,-0.940,-0.430,-0.270
7646.094,-0.830,-0.130,-0.280
7646.875,-0.490,0.020,-0.050
7647.656,0.020,0.240,-0.390
7648.438,0.240,0.310,-0.780
7649.219,0.190,0.390,-0.360
7650.000,0.210,0.730,-0.080
7650.781,0.420,0.740,0.030
7651.562,0.340,0.560,0.480
7652.344,0.450,0.500,0.760
7653.125,0.600,0.390,0.780
7653.906,0.990,-0.350,0.400
7654.688,-0.010,-1.220,-0.220
7655.469,-1.440,-0.910,-0.200
7656.250,-1.760,0.080,-0.130
7657.031,-0.930,0.710,-0.350
7657.812,-0.060,0.900,-0.500
7658.594,0.650,0.640,-0.560
7659.375,1.430,-0.070,-0.800
7660.156,0.900,-0.560,-0.440
7660.938,0.480,-0.740,0.460
7661.719,0.030,-0.530,0.740
7662.500,-0.260,-0.180,0.570
7663.281,-0.760,0.240,0.640
7664.062,-0.440,0.580,0.500
7664.844,0.140,0.120,-0.150
7665.625,-0.560,-0.320,-0.330
7666.406,-0.960,-0.030,-0.040
7667.188,-0.390,0.520,-0.180
7667.969,0.880,0.510,-0.520
7668.750,1.370,-0.320,-0.500
7669.531,1.020,-0.980,-0.180
7670.312,0.360,-1.140,0.330
7671.094,-0.100,-1.000,0.380
7671.875,-0.640,-0.790,0.210
7672.656,-1.320,-0.190,0.530
7673.438,-0.930,0.610,0.020
7674.219,-0.390,0.900,-0.570
7675.000,0.410,0.680,-0.230
7675.781,0.650,0.100,0.090
7676.562,0.130,0.180,0.140
7677.344,0.210,0.730,0.400
7678.125,0.930,0.700,0.470
7678.906,0.920,-0.050,0.050
7679.688,-0.030,-0.580,0.040
7680.469,-0.630,-0.350,-0.170
7681.250,-0.690,0.060,-0.380
7682.031,-0.670,0.160,-0.190
7682.812,-0.720,0.530,-0.100
7683.594,0.060,0.800,-0.300
7684.375,0.540,0.250,-0.340
7685.156,0.370,-0.320,-0.420
7685.938,-0.230,-0.220,-0.390
7686.719,0.150,0.060,0.020
7687.500,0.690,-0.430,0.000
7688.281,0.210,-0.810,0.230
7689.062,-0.380,-0.530,0.380
7689.844,-1.020,0.210,0.130
7690.625,-1.030,1.110,-0.220
7691.406,-0.490,1.750,-0.130
7692.188,1.090,1.370,0.050
7692.969,2.100,-0.340,0.200
7693.750,1.610,-1.600,0.420
7694.531,0.630,-1.880,0.380
7695.312,-0.660,-1.750,0.730
7696.094,-1.320,-0.980,0.740
7696.875,-1.170,-0.250,0.560
7697.656,-0.890,0.180,0.270
7698.438,-0.410,0.450,-0.450
7699.219,-0.240,0.650,-0.670
7700.000,-0.100,0.780,-0.570
7700.781,-0.040,0.460,-0.380
7701.562,-0.090,0.470,-0.640
7702.344,-0.080,0.870,-1.050
7703.125,0.440,1.150,-0.600
7703.906,1.690,0.430,-0.330
7704.688,2.010,-1.050,0.110
7705.469,1.170,-1.860,0.590
7706.250,-0.080,-1.740,0.670
7707.031,-1.080,-0.860,0.950
7707.812,-1.170,-0.050,1.030
7708.594,-1.320,0.420,0.860
7709.375,-1.680,1.340,0.410
7710.156,-0.430,1.560,0.000
7710.938,0.400,0.670,-0.710
7711.719,0.040,0.160,-1.100
7712.500,0.130,0.440,-1.170
7713.281,0.640,0.580,-0.880
7714.062,0.830,0.330,0.000
7714.844,0.780,0.270,0.710
7715.625,1.310,-0.300,0.710
7716.406,1.020,-1.550,0.180
7717.188,-0.580,-1.920,-0.100
7717.969,-1.620,-1.020,-0.220
7718.750,-1.750,0.110,-0.220
7719.531,-1.230,1.170,-0.340
7720.312,-0.060,1.710,-0.510
7721.094,0.640,1.650,-0.240
7721.875,1.400,0.960,0.280
7722.656,1.820,-0.200,0.450
7723.438,1.260,-1.340,0.640
7724.219,-0.370,-1.870,0.600
7725.000,-1.720,-1.050,0.590
7725.781,-1.360,-0.040,0.170
7726.562,-0.710,0.330,-0.310
7727.344,0.010,0.260,-0.150
7728.125,0.400,-0.020,-0.380
7728.906,0.310,-0.280,-0.610
7729.688,0.340,-0.290,-0.480
7730.469,0.590,-0.230,-0.130
7731.250,0.400,-0.160,0.340
7732.031,0.090,0.070,0.730
7732.812,0.220,-0.020,0.620
7733.594,-0.250,0.010,0.310
7734.375,-0.280,0.280,0.020
7735.156,-0.220,0.020,-0.070
7735.938,-0.310,0.060,-0.010
7736.719,0.000,0.120,-0.330
7737.500,-0.410,0.250,-0.440
7738.281,-0.350,0.520,-0.290
7739.062,-0.070,0.540,-0.410
7739.844,0.250,0.430,-0.190
7740.625,0.450,0.240,-0.090
7741.406,0.410,0.130,-0.030
7742.188,0.430,-0.140,0.230
7742.969,0.280,-0.110,0.160
7743.750,0.350,-0.360,0.210
7744.531,-0.090,-0.600,0.130
7745.312,-0.570,-0.560,-0.090
7746.094,-1.020,-0.200,-0.160
7746.875,-1.060,0.520,-0.390
7747.656,-0.110,0.910,-0.290
7748.438,0.470,0.720,-0.130
7749.219,0.200,0.290,-0.090
7750.000,0.040,0.350,0.060
7750.781,0.680,0.040,0.080
7751.562,1.070,-0.700,0.280
7752.344,0.950,-1.040,0.580
7753.125,0.170,-1.020,0.600
7753.906,-0.750,-0.580,0.440
7754.688,-0.830,-0.090,0.090
7755.469,-1.370,0.650,0.070
7756.250,-0.570,1.210,0.110
7757.031,0.590,0.450,-0.380
7757.812,0.750,-0.440,-0.280
7758.594,0.980,-0.870,-0.280
7759.375,0.180,-0.990,-0.060
7760.156,-0.400,-0.620,0.270
7760.938,-0.430,0.000,-0.030
7761.719,-0.570,0.510,-0.010
7762.500,-0.790,0.820,0.170
7763.281,-0.050,0.870,0.090
7764.062,0.780,0.130,-0.620
7764.844,0.270,-0.460,-1.080
7765.625,-0.010,-0.220,-0.640
7766.406,0.230,0.140,-0.100
7767.188,0.780,0.230,0.000
7767.969,0.810,-0.320,0.340
7768.750,-0.090,-0.530,0.720
7769.531,-0.570,-0.060,0.540
7770.312,-0.790,0.330,0.320
7771.094,-0.530,0.630,0.470
7771.875,-0.050,0.360,0.590
7772.656,-0.020,-0.040,0.310
7773.438,0.320,-0.270,0.030
7774.219,0.290,-0.490,-0.280
7775.000,-0.320,-0.300,-0.570
7775.781,-0.510,0.110,-0.410
7776.562,-0.470,0.410,-0.020
7777.344,-0.240,0.550,0.270
7778.125,0.110,0.540,-0.090
7778.906,0.460,0.400,-0.270
7779.688,0.980,0.250,-0.620
7780.469,1.210,-0.390,-0.570
7781.250,0.350,-0.740,-0.110
7782.031,-0.910,-0.230,0.100
7782.812,-1.020,0.660,0.590
7783.594,-0.070,1.080,0.330
7784.375,0.560,0.420,0.100
7785.156,0.450,-0.530,0.020
7785.938,0.150,-1.310,-0.050
7786.719,-0.760,-1.110,-0.140
7787.500,-0.850,-0.490,-0.130
7788.281,-0.230,-0.010,-0.570
7789.062,0.240,-0.030,-0.670
7789.844,0.130,-0.430,-0.120
7790.625,-0.180,-0.120,0.000
7791.406,0.140,0.330,-0.020
7792.188,0.540,0.400,0.230
7792.969,0.990,-0.160,0.620
7793.750,0.310,-0.470,0.740
7794.531,-0.230,-0.170,1.060
7795.312,-0.410,0.270,1.140
7796.094,0.130,0.340,0.600
7796.875,0.430,-0.190,-0.110
7797.656,-0.530,-0.410,-0.310
7798.438,-1.110,0.110,-0.200
7799.219,-0.950,0.850,-0.100
7800.000,-0.240,1.050,-0.170
7800.781,0.330,0.860,-0.260
7801.562,0.690,0.420,-0.690
7802.344,0.630,0.160,-0.720
7803.125,0.390,0.010,-0.500
7803.906,-0.590,0.150,-0.210
7804.688,-0.240,0.880,0.410
7805.469,0.950,0.230,0.140
7806.250,0.410,-1.000,-0.250
7807.031,-0.240,-1.150,-0.310
7807.812,-0.050,-0.780,-0.540
7808.594,0.220,-0.700,-0.670
7809.375,-0.100,-0.740,-0.550
7810.156,-0.630,-0.330,0.060
7810.938,-0.440,0.150,0.470
7811.719,-0.560,0.690,-0.020
7812.500,-0.480,1.210,0.120
7813.281,0.590,0.860,0.400
7814.062,0.930,-0.260,0.260
7814.844,0.670,-1.060,0.040
7815.625,-0.190,-1.000,0.050
7816.406,-0.470,-0.490,0.400
7817.188,-0.360,-0.120,0.550
7817.969,-0.310,0.330,0.440
7818.750,-0.250,0.730,0.520
7819.531,0.290,0.620,0.550
7820.312,0.690,0.100,0.110
7821.094,0.250,-0.280,-0.050
7821.875,-0.050,-0.130,0.000
7822.656,0.070,0.120,-0.100
7823.438,0.330,0.120,-0.220
7824.219,0.070,0.180,0.120
7825.000,0.230,-0.160,0.340
7825.781,-0.370,-0.490,0.090
7826.562,-0.820,-0.070,-0.090
7827.344,-0.600,0.430,-0.030
7828.125,-0.230,0.470,-0.050
7828.906,-0.270,0.310,-0.110
7829.688,-0.150,0.580,-0.190
7830.469,0.640,0.210,-0.460
7831.250,0.370,-0.430,-0.870
7832.031,-0.160,-0.490,-0.850
7832.812,-0.060,-0.300,-0.550
7833.594,0.210,-0.210,-0.430
7834.375,0.120,-0.100,-0.280
7835.156,0.250,0.260,-0.190
7835.938,0.690,0.220,-0.230
7836.719,1.040,-0.190,-0.420
7837.500,0.600,-0.930,0.030
7838.281,-0.440,-1.130,0.570
7839.062,-1.320,-0.400,0.830
7839.844,-1.350,0.500,0.880
7840.625,-1.040,1.210,0.340
7841.406,-0.220,1.350,-0.150
7842.188,0.610,0.690,-0.100
7842.969,0.790,-0.140,0.080
7843.750,0.460,-0.560,0.230
7844.531,0.280,-0.420,0.530
7845.312,0.930,-0.510,0.440
7846.094,0.360,-0.850,0.260
7846.875,-0.700,-0.330,0.230
7847.656,-1.150,0.600,0.260
7848.438,-0.680,1.000,0.290
7849.219,0.040,0.800,0.170
7850.000,0.320,0.390,0.440
7850.781,1.020,-0.170,0.560
7851.562,1.070,-0.730,-0.100
7852.344,0.200,-1.120,-0.450
7853.125,-0.800,-0.640,-0.430
7853.906,-0.920,0.410,-0.300
7854.688,-0.180,0.610,-0.460
7855.469,-0.180,0.360,-0.530
7856.250,-0.130,0.290,-0.490
7857.031,-0.130,-0.040,-0.560
7857.812,-0.070,-0.200,-0.600
7858.594,-0.110,-0.010,-0.330
7859.375,0.210,0.280,0.260
7860.156,0.960,-0.100,-0.010
7860.938,0.350,-0.510,-0.460
7861.719,0.110,-0.320,-0.600
7862.500,0.270,-0.320,-0.550
7863.281,0.010,-0.280,-0.340
7864.062,-0.370,-0.040,-0.080
7864.844,-0.370,0.350,0.380
7865.625,-0.030,0.310,0.940
7866.406,0.330,-0.060,1.030
7867.188,0.110,-0.320,0.870
7867.969,-0.270,-0.240,0.410
7868.750,-0.590,0.230,0.050
7869.531,-0.420,0.410,0.050
7870.312,-0.370,0.390,0.000
7871.094,-0.310,0.430,-0.020
7871.875,0.110,0.350,-0.210
7872.656,0.360,0.130,-0.070
7873.438,0.610,-0.180,0.060
7874.219,0.400,-0.210,0.300
7875.000,0.480,-0.150,0.670
7875.781,0.180,-0.050,0.970
7876.562,0.280,-0.130,0.780
7877.344,-0.080,-0.250,-0.170
7878.125,-0.850,0.250,-0.650
7878.906,-0.600,0.850,-0.490
7879.688,0.090,0.720,-0.460
7880.469,0.170,0.160,-0.280
7881.250,0.400,-0.330,-0.090
7882.031,0.320,-0.970,-0.440
7882.812,-0.620,-0.740,-0.850
7883.594,-0.280,-0.220,-0.580
7884.375,0.390,-0.560,-0.350
7885.156,-0.160,-0.680,-0.530
7885.938,-0.280,-0.180,-0.720
7886.719,0.210,0.190,-0.470
7887.500,0.320,0.420,-0.010
7888.281,0.480,0.180,0.240
7889.062,-0.060,-0.180,0.660
7889.844,-0.360,0.000,1.020
7890.625,-0.190,0.110,0.990
7891.406,-0.050,0.150,0.280
7892.188,-0.220,0.220,-0.060
7892.969,-0.420,0.540,0.070
7893.750,-0.110,0.690,0.080
7894.531,0.060,0.730,0.290
7895.312,0.590,0.470,0.670
7896.094,0.840,-0.210,0.240
7896.875,0.630,-0.710,-0.150
7897.656,0.500,-1.170,-0.120
7898.438,-0.620,-1.000,-0.390
7899.219,-0.930,-0.320,-0.290
7900.000,-1.060,0.410,-0.100
7900.781,-0.770,1.040,0.170
7901.562,0.260,0.990,0.100
7902.344,0.640,0.540,-0.130
7903.125,0.370,0.050,-0.310
7903.906,-0.280,-0.060,-0.240
7904.688,0.250,0.090,-0.070
7905.469,0.840,-0.320,-0.090
7906.250,0.580,-0.780,-0.120
7907.031,-0.060,-0.770,-0.120
7907.812,-0.440,-0.420,0.060
7908.594,-0.520,-0.090,0.310
7909.375,-0.150,0.210,0.020
7910.156,-0.310,0.400,-0.320
7910.938,-0.190,0.390,-0.080
7911.719,0.240,0.310,-0.220
7912.500,0.300,0.140,-0.340
7913.281,-0.040,0.170,-0.060
7914.062,0.410,0.050,-0.080
7914.844,0.780,-0.540,0.010
7915.625,0.210,-0.980,0.770
7916.406,-0.240,-0.910,0.970
7917.188,-0.870,-0.310,0.410
7917.969,-0.740,0.360,-0.190
7918.750,-0.850,0.640,-0.150
7919.531,-0.450,0.990,0.060
7920.312,0.360,0.910,-0.220
7921.094,0.790,0.430,-0.440
7921.875,0.820,-0.030,-0.240
7922.656,0.670,-0.610,0.140
7923.438,0.310,-0.680,0.020
7924.219,-0.030,-0.690,0.120
7925.000,0.050,-0.670,0.300
7925.781,-0.270,-0.520,0.250
7926.562,-0.610,-0.100,0.260
7927.344,-0.650,0.460,-0.110
7928.125,-0.760,1.140,-0.700
7928.906,-0.430,1.610,-0.710
7929.688,0.690,1.280,-0.260
7930.469,1.400,0.110,-0.060
7931.250,0.530,-0.860,0.200
7932.031,-0.520,-0.660,0.220
7932.812,-0.470,-0.390,0.290
7933.594,-0.280,-0.340,0.110
7934.375,-0.490,-0.050,-0.440
7935.156,-0.180,0.110,-0.250
7935.938,0.460,-0.190,0.130
7936.719,1.050,-0.690,-0.130
7937.500,0.560,-1.140,-0.100
7938.281,-0.530,-0.540,0.470
7939.062,-0.450,0.360,0.370
7939.844,-0.240,0.810,0.260
7940.625,-0.020,0.870,0.400
7941.406,0.020,0.810,0.470
7942.188,0.460,0.500,0.190
7942.969,0.370,-0.280,-0.130
7943.750,-0.130,-0.630,-0.090
7944.531,-0.230,-0.620,-0.140
7945.312,-0.310,-0.670,-0.050
7946.094,-0.870,-0.340,-0.290
7946.875,-0.830,0.680,-0.410
7947.656,0.490,1.000,-0.500
7948.438,0.900,0.420,-0.600
7949.219,0.790,-0.290,-0.220
7950.000,0.310,-0.670,-0.050
7950.781,-0.430,-0.740,0.070
7951.562,-1.030,-0.240,0.070
7952.344,-1.000,0.890,0.640
7953.125,0.130,1.360,0.930
7953.906,0.890,0.850,0.220
7954.688,1.370,0.100,-0.310
7955.469,0.970,-0.740,-0.540
7956.250,-0.110,-0.930,-0.170
7957.031,-0.240,-0.770,0.340
7957.812,-0.700,-0.790,0.540
7958.594,-1.060,-0.480,0.120
7959.375,-0.870,-0.010,-0.100
7960.156,-0.320,0.380,-0.160
7960.938,0.350,0.360,-0.660
7961.719,0.390,0.400,-0.740
7962.500,0.620,0.530,-0.200
7963.281,0.610,0.460,0.080
7964.062,0.150,0.420,0.190
7964.844,0.120,0.310,0.550
7965.625,0.150,0.160,0.640
7966.406,0.460,-0.500,0.360
7967.188,-0.230,-1.170,0.110
7967.969,-1.010,-0.680,-0.100
7968.750,-1.020,0.000,-0.270
7969.531,-0.700,0.530,-0.360
7970.312,-0.160,0.830,-0.250
7971.094,0.630,0.620,-0.040
7971.875,1.290,-0.040,-0.330
7972.656,0.620,-0.540,-0.260
7973.438,0.290,-0.670,0.130
7974.219,0.180,-0.650,0.590
7975.000,-0.190,-0.350,0.670
7975.781,-0.680,-0.040,0.520
7976.562,-0.750,0.240,0.280
7977.344,-0.750,0.450,-0.210
7978.125,-0.430,0.780,-0.360
7978.906,0.050,1.070,-0.290
7979.688,0.410,1.020,-0.100
7980.469,1.190,0.410,-0.140
7981.250,1.070,-0.560,-0.290
7982.031,-0.080,-0.860,-0.450
7982.812,-0.510,-0.590,-0.480
7983.594,-0.480,-0.430,-0.270
7984.375,-0.080,-0.220,-0.020
7985.156,0.640,-0.400,-0.070
7985.938,0.310,-0.650,0.050
7986.719,-0.200,-0.430,0.560
7987.500,-0.140,-0.120,0.600
7988.281,-0.150,-0.110,0.300
7989.062,-0.580,-0.230,0.130
7989.844,-0.830,-0.070,-0.160
7990.625,-0.590,0.260,-0.320
7991.406,0.000,0.450,-0.210
7992.188,0.710,0.460,-0.070
7992.969,1.080,0.310,0.140
7993.750,0.550,0.260,0.540
7994.531,0.080,0.110,0.720
7995.312,-0.430,0.190,0.540
7996.094,-0.370,0.550,0.050
7996.875,-0.370,0.800,-0.670
7997.656,-0.130,0.910,-0.380
7998.438,0.730,-0.030,0.100
7999.219,0.340,-0.800,0.100
8000.000,-0.440,-0.540,0.290
8000.781,-0.420,-0.040,-0.050
8001.562,-0.100,-0.220,-0.720
8002.344,-0.200,-0.360,-0.930
8003.125,-0.530,-0.210,-0.300
8003.906,-0.620,0.360,0.380
8004.688,0.460,1.030,0.130
8005.469,1.390,0.540,-0.360
8006.250,1.340,-0.610,-0.400
8007.031,0.470,-1.350,-0.180
8007.812,-0.420,-1.020,-0.130
8008.594,-0.670,-0.350,0.180
8009.375,-0.380,-0.190,0.490
8010.156,-0.420,-0.270,0.370
8010.938,-0.910,0.070,0.420
8011.719,-0.720,0.470,0.620
8012.500,0.060,0.730,0.430
8013.281,0.530,0.530,0.160
8014.062,0.710,0.150,-0.050
8014.844,0.830,-0.330,-0.260
8015.625,0.420,-0.580,-0.360
8016.406,0.050,-0.660,-0.340
8017.188,-0.560,-0.550,-0.100
8017.969,-0.470,-0.020,-0.070
8018.750,-0.020,0.140,0.030
8019.531,-0.290,0.390,0.310
8020.312,-0.210,0.670,0.330
8021.094,-0.400,0.980,0.280
8021.875,-0.310,1.400,0.310
8022.656,0.700,1.130,-0.290
8023.438,1.120,-0.050,-0.820
8024.219,0.490,-1.060,-0.590
8025.000,-0.290,-1.060,-0.080
8025.781,-0.250,-0.570,-0.040
8026.562,-0.380,-0.220,-0.200
8027.344,-0.420,0.030,0.300
8028.125,-0.250,0.050,0.510
8028.906,-0.720,0.380,0.090
8029.688,-0.460,0.990,-0.200
8030.469,0.190,0.890,-0.480
8031.250,0.590,0.550,-0.690
8032.031,1.190,0.100,-0.380
8032.812,1.020,-0.550,0.290
8033.594,0.760,-1.340,0.890
8034.375,-0.300,-1.540,0.650
8035.156,-1.050,-0.630,0.230
8035.938,-0.370,-0.170,0.350
8036.719,-0.250,-0.110,0.390
8037.500,-0.240,-0.090,0.190
8038.281,-0.460,0.210,0.220
8039.062,0.000,0.510,0.030
8039.844,0.000,0.130,-0.430
8040.625,0.090,-0.120,-0.670
8041.406,0.170,-0.700,-0.540
8042.188,-0.240,-0.840,-0.270
8042.969,-0.030,-0.170,-0.450
8043.750,-0.170,0.430,-0.190
8044.531,0.520,1.010,-0.130
8045.312,1.400,0.830,-0.240
8046.094,0.840,-0.030,0.380
8046.875,-0.590,-0.200,0.840
8047.656,-1.020,0.310,0.630
8048.438,-1.040,0.600,0.420
8049.219,-1.060,0.950,0.030
8050.000,-0.350,1.520,-0.430
8050.781,1.240,0.940,-0.620
8051.562,1.730,-0.720,-0.770
8052.344,0.800,-1.430,-0.470
8053.125,0.370,-1.490,-0.260
8053.906,-0.770,-1.430,0.110
8054.688,-1.610,-0.330,0.630
8055.469,-1.020,0.800,0.620
8056.250,-0.740,1.330,0.650
8057.031,-0.240,2.060,0.370
8057.812,1.060,1.510,-0.200
8058.594,1.560,-0.460,-0.050
8059.375,1.040,-1.690,0.110
8060.156,0.260,-1.770,0.200
8060.938,0.090,-1.460,0.270
8061.719,-0.530,-0.930,0.350
8062.500,-0.490,-0.130,0.260
8063.281,-0.040,-0.020,-0.120
8064.062,-0.460,-0.070,-0.170
8064.844,-0.490,0.120,-0.370
8065.625,-0.680,0.320,-0.580
8066.406,-0.380,0.510,-0.740
8067.188,-0.340,0.570,-0.660
8067.969,0.130,0.880,-0.370
8068.750,1.280,0.670,-0.320
8069.531,1.520,0.050,-0.410
8070.312,0.670,-0.460,-0.180
8071.094,-0.470,-0.210,0.130
8071.875,-0.660,0.400,0.600
8072.656,-0.130,0.520,0.700
8073.438,0.290,-0.140,0.280
8074.219,-0.350,-0.620,0.180
8075.000,-0.990,-0.240,-0.060
8075.781,-1.000,0.180,0.040
8076.562,-0.480,0.530,0.110
8077.344,-0.070,0.480,-0.070
8078.125,0.580,0.160,0.080
8078.906,1.130,-0.330,0.180
8079.688,0.880,-0.620,0.190
8080.469,0.430,-0.840,0.280
8081.250,-0.380,-0.410,0.380
8082.031,-0.060,0.260,0.620
8082.812,0.310,0.240,0.200
8083.594,-0.090,-0.070,0.080
8084.375,-0.390,-0.130,0.210
8085.156,-0.420,0.120,-0.260
8085.938,-0.140,0.270,-0.460
8086.719,0.290,0.390,-0.540
8087.500,0.380,0.030,-0.430
8088.281,-0.060,-0.020,-0.320
8089.062,-0.070,-0.100,0.000
8089.844,-0.360,-0.350,0.140
8090.625,-0.780,-0.160,-0.030
