time_sec,n1,n2,n3
30639.062,0.290,-0.700,-0.150
30639.844,0.060,-0.730,-0.430
30640.625,-0.400,-0.680,-0.340
30641.406,-0.890,-0.290,0.230
30642.188,-0.700,0.220,0.420
30642.969,0.220,0.070,0.090
30643.750,0.860,-0.610,-0.480
30644.531,0.630,-0.850,-0.800
30645.312,0.320,-0.760,-0.600
30646.094,-0.010,-0.470,-0.420
30646.875,-0.390,0.040,-0.080
30647.656,-0.320,0.230,0.200
30648.438,-0.660,0.290,0.170
30649.219,-1.160,0.830,0.250
30650.000,-0.520,1.460,0.210
30650.781,0.720,1.150,-0.070
30651.562,1.220,0.320,-0.260
30652.344,1.300,-0.370,-0.320
30653.125,1.030,-0.930,-0.260
30653.906,-0.030,-1.150,0.070
30654.688,-0.880,-0.620,-0.040
30655.469,-1.100,-0.030,0.060
30656.250,-0.700,0.270,0.330
30657.031,-0.600,0.900,-0.270
30657.812,-0.060,0.780,-0.100
30658.594,0.030,0.140,0.240
30659.375,-0.450,0.290,0.090
30660.156,0.040,0.480,0.300
30660.938,1.050,-0.020,0.640
30661.719,1.450,-0.910,0.530
30662.500,0.640,-1.220,0.230
30663.281,-0.010,-0.970,0.450
30664.062,-0.430,-0.420,0.480
30664.844,-0.550,-0.090,0.310
30665.625,-1.070,-0.010,0.160
30666.406,-1.370,0.910,-0.070
30667.188,-0.190,1.430,-0.440
30667.969,0.760,0.700,-0.510
30668.750,0.900,-0.360,-0.430
30669.531,0.460,-0.780,-0.330
30670.312,0.500,-0.890,0.110
30671.094,0.680,-1.000,-0.170
30671.875,0.270,-0.750,-0.480
30672.656,-0.160,-0.470,-0.120
30673.438,-0.870,0.150,0.020
30674.219,-1.040,0.920,-0.210
30675.000,-0.870,1.540,-0.560
30675.781,-0.200,1.560,-0.500
30676.562,0.580,1.020,-0.180
30677.344,0.610,0.280,0.180
30678.125,0.320,-0.120,0.540
30678.906,0.490,-0.040,0.630
30679.688,0.940,-0.280,0.520
30680.469,0.910,-0.890,0.170
30681.250,0.110,-1.050,-0.480
30682.031,-0.920,-0.930,-0.670
30682.812,-1.760,-0.560,-0.170
30683.594,-2.020,0.430,0.170
30684.375,-1.220,1.270,-0.130
30685.156,-0.140,1.620,-0.480
30685.938,1.430,0.710,0.050
30686.719,1.720,-0.400,0.370
30687.500,1.560,-0.920,0.040
30688.281,1.050,-1.160,-0.200
30689.062,0.340,-0.910,-0.060
30689.844,-0.010,-0.660,0.650
30690.625,-0.410,-0.310,1.190
30691.406,-0.420,-0.280,0.930
30692.188,-1.190,-0.210,0.450
30692.969,-1.390,0.110,0.160
30693.750,-1.230,0.400,-0.470
30694.531,-0.680,0.850,-0.750
30695.312,0.300,1.000,-0.560
30696.094,1.030,0.460,-0.140
30696.875,1.650,-0.540,0.480
30697.656,1.500,-1.160,0.450
30698.438,0.650,-1.120,-0.250
30699.219,-0.520,-0.530,-0.610
30700.000,-1.180,0.370,-0.190
30700.781,-1.310,1.110,0.260
30701.562,-0.990,1.780,0.370
30702.344,0.180,2.050,0.180
30703.125,1.010,1.340,0.020
30703.906,1.370,0.050,-0.120
30704.688,1.220,-0.900,-0.640
30705.469,-0.060,-1.330,-0.990
30706.250,-0.800,-0.930,-0.730
30707.031,-0.740,-0.690,-0.010
30707.812,-1.170,-0.210,0.240
30708.594,-0.470,0.320,0.100
30709.375,-0.170,0.240,-0.290
30710.156,0.020,0.350,-0.680
30710.938,0.630,-0.110,-0.450
30711.719,0.450,-0.330,-0.100
30712.500,0.480,-0.470,0.220
30713.281,-0.220,-0.370,0.640
30714.062,0.140,-0.120,0.930
30714.844,0.460,-0.080,0.590
30715.625,0.540,-0.330,0.480
30716.406,0.040,-0.680,0.810
30717.188,-0.390,-0.190,0.960
30717.969,0.260,0.240,0.620
30718.750,0.590,-0.100,-0.020
30719.531,-0.290,-0.720,-0.710
30720.312,-1.720,-0.460,-0.930
30721.094,-1.530,0.450,-0.550
30721.875,-1.170,1.160,-0.220
30722.656,-0.480,1.510,-0.110
30723.438,-0.050,1.940,0.050
30724.219,1.270,1.650,0.070
30725.000,2.340,0.210,0.500
30725.781,2.600,-1.110,0.640
30726.562,1.750,-1.920,-0.160
30727.344,-0.500,-1.900,-0.340
30728.125,-1.050,-1.050,-0.360
30728.906,-1.620,-0.180,-0.320
30729.688,-1.900,0.710,-0.240
30730.469,-0.890,1.340,-0.110
30731.250,0.120,1.160,-0.330
30732.031,0.090,0.750,-0.200
30732.812,0.080,0.900,-0.110
30733.594,0.590,0.660,-0.290
30734.375,0.560,-0.360,0.090
30735.156,0.000,-0.870,0.340
30735.938,-0.280,-0.850,0.300
30736.719,0.000,-0.880,-0.090
30737.500,0.410,-0.990,-0.600
30738.281,0.600,-0.860,-0.560
30739.062,0.580,-0.710,-0.360
30739.844,0.420,-0.690,-0.310
30740.625,-0.170,-0.650,0.670
30741.406,-0.680,-0.060,1.490
30742.188,-0.490,0.630,1.490
30742.969,-0.230,0.750,0.890
30743.750,-0.750,0.760,0.340
30744.531,-0.860,0.870,-0.160
30745.312,-0.370,0.890,-0.530
30746.094,0.210,0.750,-0.830
30746.875,0.720,0.500,-0.540
30747.656,1.550,-0.080,-0.320
30748.438,1.250,-0.810,-0.420
30749.219,-0.100,-0.820,-0.130
30750.000,-0.710,-0.300,0.050
30750.781,-0.900,0.220,0.460
30751.562,-0.410,0.800,0.330
30752.344,0.040,0.920,-0.100
30753.125,0.330,0.540,-0.520
30753.906,0.360,0.000,-0.410
30754.688,0.120,-0.340,-0.200
30755.469,-0.380,-0.560,-0.020
30756.250,-0.960,-0.350,0.320
30757.031,-0.310,0.060,0.380
30757.812,0.330,-0.080,0.110
30758.594,0.350,-0.170,-0.060
30759.375,0.890,-0.540,-0.360
30760.156,0.210,-1.040,-0.530
30760.938,-0.510,-0.760,-0.320
30761.719,-0.890,-0.060,-0.290
30762.500,-0.840,0.800,-0.030
30763.281,0.300,1.030,0.490
30764.062,0.970,0.330,1.090
30764.844,1.580,-0.620,1.260
30765.625,0.940,-1.210,0.900
30766.406,0.340,-0.960,-0.060
30767.188,0.040,-0.330,-0.820
30767.969,-1.260,0.480,-0.680
30768.750,-1.220,1.010,0.180
30769.531,-0.650,0.730,0.400
30770.312,-1.110,0.500,-0.030
30771.094,-0.900,0.690,-0.020
30771.875,0.090,0.770,-0.050
30772.656,0.990,0.540,-0.460
30773.438,1.300,0.030,-0.810
30774.219,1.220,-0.440,-0.800
30775.000,0.930,-0.700,-0.590
30775.781,0.520,-0.850,-0.470
30776.562,-0.610,-0.900,-0.060
30777.344,-1.700,-0.410,0.780
30778.125,-1.710,0.500,0.990
30778.906,-0.960,1.120,0.780
30779.688,-0.010,1.040,0.450
30780.469,0.770,0.700,-0.420
30781.250,1.310,0.260,-1.210
30782.031,1.320,-0.380,-1.110
30782.812,1.140,-0.930,-0.280
30783.594,0.100,-1.230,0.440
30784.375,-0.820,-0.970,0.200
30785.156,-0.950,-0.470,0.370
30785.938,-0.780,0.020,0.920
30786.719,-0.530,0.480,1.200
30787.500,0.300,0.550,1.210
30788.281,0.630,0.190,0.440
30789.062,0.130,-0.180,-0.440
30789.844,-0.360,-0.190,-0.820
30790.625,-0.020,-0.150,-0.870
30791.406,0.170,0.020,-0.930
30792.188,0.170,0.450,-0.650
30792.969,0.250,0.380,-0.110
30793.750,-0.180,0.370,0.490
30794.531,0.420,0.220,0.820
30795.312,0.460,-0.180,0.910
30796.094,0.350,-0.300,0.550
30796.875,-0.250,-0.670,0.250
30797.656,-1.200,-0.300,0.070
30798.438,-0.860,0.440,-0.130
30799.219,-0.490,0.510,-0.440
30800.000,-0.340,0.550,-0.860
30800.781,0.300,0.600,-0.660
30801.562,0.710,0.340,-1.090
30802.344,0.600,0.160,-1.350
30803.125,0.330,0.400,-0.720
30803.906,0.950,-0.030,0.020
30804.688,0.530,-1.190,0.740
30805.469,-0.890,-1.190,1.080
30806.250,-0.940,-0.520,1.110
30807.031,-0.580,-0.090,0.940
30807.812,0.210,0.190,0.360
30808.594,0.570,0.150,-0.510
30809.375,0.190,0.040,-0.950
30810.156,-0.250,0.160,-0.500
30810.938,0.030,0.390,0.320
30811.719,0.190,0.210,0.760
30812.500,0.060,-0.040,0.570
30813.281,-0.030,-0.360,0.010
30814.062,-0.200,-0.520,-0.310
30814.844,-0.300,-0.300,-0.320
30815.625,-0.420,0.070,-0.250
30816.406,-0.240,0.610,-0.030
30817.188,0.450,0.640,0.540
30817.969,1.050,0.210,0.510
30818.750,0.750,-0.100,0.270
30819.531,-0.070,-0.290,0.520
30820.312,-0.030,-0.460,0.420
30821.094,0.080,-0.540,-0.200
30821.875,-0.520,-0.210,-0.410
30822.656,-0.900,0.200,-0.420
30823.438,-1.120,0.640,-0.460
30824.219,-0.550,0.790,-0.500
30825.000,0.010,0.730,-0.590
30825.781,0.500,0.530,-0.330
30826.562,0.590,0.140,-0.040
30827.344,0.690,-0.180,-0.100
30828.125,0.270,-0.620,-0.350
30828.906,0.130,-0.430,-0.030
30829.688,0.440,-0.470,0.350
30830.469,0.180,-0.600,0.530
30831.250,-0.100,-0.340,0.060
30832.031,-0.550,-0.020,-0.020
30832.812,-0.160,0.130,0.070
30833.594,-0.240,0.110,-0.280
30834.375,-0.160,0.290,-0.420
30835.156,0.070,0.180,-0.030
30835.938,0.280,-0.120,0.690
30836.719,0.160,-0.420,0.750
30837.500,-0.290,-0.320,0.860
30838.281,-0.240,0.000,0.620
30839.062,-0.270,0.140,-0.070
30839.844,-0.390,0.220,-0.590
30840.625,-0.300,0.520,-0.870
30841.406,0.150,0.590,-0.970
30842.188,0.670,0.170,-0.480
30842.969,0.840,-0.040,-0.210
30843.750,1.050,-0.210,0.070
30844.531,0.550,-0.440,0.650
30845.312,-0.760,-0.260,1.000
30846.094,-1.160,0.090,0.950
30846.875,-1.130,0.610,0.600
30847.656,0.000,0.500,0.550
30848.438,0.510,-0.140,0.000
30849.219,0.240,-0.550,-0.830
30850.000,0.120,-0.640,-1.260
30850.781,0.020,-0.320,-0.990
30851.562,0.040,0.030,-0.530
30852.344,0.130,0.160,-0.420
30853.125,-0.220,0.120,0.210
30853.906,0.000,0.600,0.450
30854.688,0.470,0.770,0.120
30855.469,0.340,0.420,0.230
30856.250,0.450,-0.320,0.290
30857.031,-0.410,-0.930,0.460
30857.812,-1.110,-0.830,0.400
30858.594,-1.090,-0.470,0.280
30859.375,-0.360,-0.060,0.080
30860.156,0.150,0.250,-0.380
30860.938,0.820,0.370,-0.950
30861.719,0.990,0.410,-1.060
30862.500,0.580,0.290,-0.570
30863.281,0.090,0.210,0.490
30864.062,0.460,-0.050,1.290
30864.844,0.870,-0.820,1.230
30865.625,0.150,-1.120,0.830
30866.406,-0.930,-0.480,0.080
30867.188,-1.750,0.750,-0.340
30867.969,-1.480,1.500,-0.320
30868.750,-0.510,1.540,-0.160
30869.531,0.420,1.020,-0.680
30870.312,0.720,0.220,-1.290
30871.094,0.920,-0.830,-0.950
30871.875,0.450,-1.150,-0.170
30872.656,0.060,-0.790,0.170
30873.438,-0.170,-0.220,0.550
30874.219,0.570,-0.020,0.460
30875.000,0.880,-0.420,0.160
30875.781,0.370,-0.530,0.190
30876.562,-0.180,-0.410,0.420
30877.344,-1.010,0.070,0.670
30878.125,-1.420,0.840,0.790
30878.906,-0.750,1.220,0.700
30879.688,0.050,0.780,0.120
30880.469,0.440,0.200,-0.290
30881.250,0.510,-0.510,-0.540
30882.031,0.320,-0.980,-0.400
30882.812,0.580,-1.100,-0.630
30883.594,0.440,-1.070,-0.720
30884.375,-0.180,-0.690,-0.530
30885.156,-0.340,0.110,-0.300
30885.938,-0.430,1.040,-0.060
30886.719,-0.340,1.670,0.370
30887.500,0.750,1.010,0.590
30888.281,0.650,-0.160,0.300
30889.062,0.010,-0.460,0.220
30889.844,-0.680,-0.430,-0.010
30890.625,-1.120,-0.070,-0.190
30891.406,-0.700,0.250,-0.080
30892.188,-0.020,0.220,0.270
30892.969,0.940,0.070,0.260
30893.750,1.280,-0.330,-0.270
30894.531,0.450,-0.610,-0.290
30895.312,0.190,-0.410,-0.300
30896.094,-0.040,-0.190,-0.510
30896.875,-0.620,-0.050,-0.380
30897.656,-1.040,0.390,0.040
30898.438,-0.810,1.170,0.730
30899.219,0.070,1.490,0.700
30900.000,0.750,0.660,0.460
30900.781,0.690,-0.660,0.040
30901.562,0.060,-0.940,-0.280
30902.344,-0.530,-0.720,-0.050
30903.125,-1.090,0.050,0.100
30903.906,0.150,0.590,-0.060
30904.688,1.200,-0.130,-0.070
30905.469,1.030,-1.000,-0.180
30906.250,0.110,-1.160,-0.630
30907.031,-0.320,-0.640,-0.470
30907.812,-0.890,-0.050,0.090
30908.594,-0.570,0.580,0.590
30909.375,0.200,0.820,0.500
30910.156,0.540,0.570,0.410
30910.938,0.800,0.030,0.450
30911.719,0.390,-0.380,0.290
30912.500,-0.010,-0.770,0.040
30913.281,-1.070,-0.560,-0.070
30914.062,-1.400,0.160,-0.170
30914.844,-1.050,0.880,-0.230
30915.625,0.040,1.000,-0.330
30916.406,0.580,0.770,-0.850
30917.188,0.910,0.290,-0.820
30917.969,0.680,-0.320,-0.030
30918.750,0.840,-0.470,0.270
30919.531,1.260,-0.990,-0.130
30920.312,0.090,-1.130,-0.170
30921.094,-1.000,-0.430,0.200
30921.875,-1.470,0.530,0.420
30922.656,-0.950,1.090,0.240
30923.438,-0.170,1.050,0.170
30924.219,0.000,0.750,0.180
30925.000,0.620,0.340,-0.280
30925.781,1.060,-0.220,-0.850
30926.562,0.570,-0.540,-0.770
30927.344,0.050,-0.550,0.090
30928.125,-0.400,-0.190,0.820
30928.906,-0.610,0.350,1.230
30929.688,-0.420,0.720,1.020
30930.469,0.160,0.310,0.570
30931.250,0.270,-0.360,-0.190
30932.031,0.210,-0.870,-0.810
30932.812,-0.600,-1.020,-0.750
30933.594,-0.910,-0.190,-0.460
30934.375,0.230,0.140,0.080
30935.156,1.040,-0.300,0.260
30935.938,1.080,-0.560,0.290
30936.719,0.790,-0.290,-0.060
30937.500,0.660,-0.260,-0.310
30938.281,-0.180,-0.610,0.310
30939.062,-1.440,-0.370,0.620
30939.844,-1.880,0.520,0.460
30940.625,-1.260,1.170,0.500
30941.406,-0.420,1.560,-0.010
30942.188,0.520,1.210,-0.540
30942.969,0.760,0.540,-0.950
30943.750,0.830,0.030,-1.340
30944.531,0.530,-0.500,-1.130
30945.312,0.300,-0.580,-0.010
30946.094,0.430,-0.420,1.150
30946.875,0.590,-0.140,0.980
30947.656,1.070,-0.240,0.420
30948.438,0.480,-0.490,0.020
30949.219,-0.570,-0.550,-0.030
30950.000,-1.460,-0.050,-0.240
30950.781,-1.290,0.420,-0.580
30951.562,-1.200,0.570,-0.720
30952.344,-0.810,0.920,-0.670
30953.125,0.070,0.930,-0.280
30953.906,1.190,0.310,-0.190
30954.688,1.760,-0.570,0.160
30955.469,1.200,-1.090,0.980
30956.250,0.470,-1.160,0.900
30957.031,-0.840,-0.800,0.510
30957.812,-1.420,0.120,0.620
30958.594,-0.770,0.570,0.480
30959.375,-0.110,0.470,0.200
30960.156,0.140,0.290,0.010
30960.938,0.750,-0.310,-0.530
30961.719,0.420,-0.620,-0.930
30962.500,0.220,-0.510,-0.550
30963.281,0.140,-0.430,-0.140
30964.062,-0.510,-0.260,0.250
30964.844,-0.920,0.400,0.660
30965.625,-0.940,1.130,1.190
30966.406,-0.190,1.850,1.200
30967.188,1.260,1.370,0.540
30967.969,2.040,-0.400,-0.500
30968.750,0.990,-1.450,-1.360
30969.531,-0.340,-1.480,-1.190
30970.312,-0.880,-0.840,-0.870
30971.094,-0.640,0.030,-0.560
30971.875,-0.460,0.440,-0.100
30972.656,-0.680,0.730,0.450
30973.438,-0.710,1.030,0.270
30974.219,-1.190,1.240,-0.050
30975.000,-0.470,1.650,0.240
30975.781,1.440,0.700,-0.250
30976.562,1.950,-0.910,-0.690
30977.344,1.720,-1.910,-0.570
30978.125,0.520,-2.090,-0.140
30978.906,-0.420,-1.500,0.150
30979.688,-0.640,-0.760,0.220
30980.469,-0.520,-0.120,0.340
30981.250,-0.400,0.240,0.460
30982.031,-0.430,0.530,0.640
30982.812,-0.160,0.290,0.590
30983.594,-0.800,-0.020,0.500
30984.375,-1.440,0.310,0.330
30985.156,-1.240,1.080,-0.200
30985.938,-0.110,1.500,-0.800
30986.719,1.240,0.890,-0.670
30987.500,1.780,-0.140,-0.130
30988.281,1.900,-0.940,0.140
30989.062,1.180,-1.270,0.150
30989.844,0.260,-1.140,0.390
30990.625,-0.610,-0.710,0.720
30991.406,-1.360,0.230,0.620
30992.188,-1.150,1.170,0.640
30992.969,-0.620,1.650,0.850
30993.750,0.040,1.390,0.420
30994.531,0.060,1.050,-0.390
30995.312,0.270,0.760,-0.880
30996.094,0.460,-0.240,-0.920
30996.875,-0.220,-0.770,-0.950
30997.656,-0.150,-0.680,-0.900
30998.438,0.130,-0.430,-0.260
30999.219,0.330,-0.150,-0.010
31000.000,0.370,-0.530,0.060
31000.781,0.170,-0.840,0.050
31001.562,0.570,-0.980,-0.010
31002.344,-0.080,-0.780,-0.040
31003.125,0.230,-0.550,-0.250
31003.906,0.230,-1.110,-0.250
31004.688,-0.720,-1.080,-0.140
31005.469,-0.900,-0.500,0.020
31006.250,-1.280,0.330,0.150
31007.031,-0.720,1.080,0.090
31007.812,-0.360,1.430,-0.290
31008.594,0.100,1.490,-0.310
31009.375,0.720,1.160,0.230
31010.156,1.200,0.750,0.420
31010.938,1.260,0.370,-0.010
31011.719,1.150,-0.210,0.070
31012.500,0.850,-1.120,0.710
31013.281,-0.010,-1.400,1.020
31014.062,-1.040,-0.790,0.910
31014.844,-1.730,0.290,0.490
31015.625,-1.660,1.430,0.010
31016.406,-0.940,1.750,0.260
31017.188,-0.070,1.630,0.520
31017.969,0.960,1.330,0.460
31018.750,1.660,0.240,0.440
31019.531,1.740,-1.060,-0.370
31020.312,0.320,-1.700,-0.730
31021.094,-0.900,-1.170,-0.590
31021.875,-0.340,-0.700,-0.480
31022.656,-0.790,-0.670,-0.420
31023.438,-0.550,-0.320,-0.570
31024.219,0.090,-0.260,-0.710
31025.000,0.130,-0.230,-0.750
31025.781,0.610,-0.240,-0.620
31026.562,0.750,-0.580,-0.640
31027.344,0.230,-0.950,-0.340
31028.125,-0.610,-0.780,-0.080
31028.906,-1.570,0.130,-0.180
31029.688,-1.470,1.040,-0.120
31030.469,-0.550,1.540,0.060
31031.250,0.880,1.210,0.290
31032.031,2.190,-0.050,0.480
31032.812,1.770,-1.020,0.600
31033.594,0.860,-1.030,0.710
31034.375,0.090,-0.770,0.650
31035.156,-1.070,-0.090,0.160
31035.938,-1.800,1.000,-0.120
31036.719,-1.380,1.720,0.370
31037.500,-0.820,1.930,0.570
31038.281,0.090,1.730,0.470
31039.062,1.030,0.840,0.540
31039.844,1.410,-0.460,0.420
31040.625,0.800,-1.240,-0.070
31041.406,-0.610,-1.250,-0.200
31042.188,-0.820,-0.340,-0.040
31042.969,-0.170,0.310,-0.250
31043.750,0.090,0.410,-0.570
31044.531,0.750,0.100,-0.390
31045.312,1.490,-0.920,-0.180
31046.094,0.660,-1.770,-0.240
31046.875,-1.280,-1.510,0.380
31047.656,-1.800,-0.130,0.610
31048.438,-0.890,0.830,0.260
31049.219,0.170,0.920,-0.300
31050.000,0.670,0.200,-0.840
31050.781,0.410,-0.390,-0.860
31051.562,0.190,-0.340,-0.730
31052.344,0.160,-0.130,-0.380
31053.125,0.380,-0.050,0.130
31053.906,0.440,-0.620,0.460
31054.688,-0.130,-0.690,0.290
31055.469,-0.800,0.020,-0.240
31056.250,-1.210,0.780,-0.650
31057.031,-1.010,1.520,-0.720
31057.812,0.280,1.480,-0.280
31058.594,1.290,0.390,0.080
31059.375,1.400,-0.460,0.370
31060.156,1.080,-0.810,0.680
31060.938,0.780,-1.010,0.600
31061.719,-0.120,-1.020,0.390
31062.500,-1.410,-0.330,0.270
31063.281,-1.580,0.860,0.530
31064.062,-1.020,1.480,0.700
31064.844,-0.230,1.530,0.550
31065.625,0.450,0.990,0.220
31066.406,0.610,0.300,0.160
31067.188,0.700,-0.030,0.210
31067.969,0.640,-0.290,-0.330
31068.750,0.450,-0.670,-0.620
31069.531,-0.260,-1.130,-0.540
31070.312,-1.110,-1.070,-0.260
31071.094,-0.970,-0.470,0.260
31071.875,-0.160,-0.010,0.210
31072.656,1.100,-0.270,-0.310
31073.438,1.060,-0.780,-0.430
31074.219,0.600,-0.860,0.000
31075.000,-0.130,-0.600,-0.080
31075.781,-1.100,0.270,-0.290
31076.562,-0.830,1.010,0.070
31077.344,-0.540,1.200,0.030
31078.125,-0.010,1.190,0.110
31078.906,0.530,0.840,0.230
31079.688,0.650,0.460,0.280
31080.469,1.340,-0.420,0.180
31081.250,0.980,-1.550,-0.290
31082.031,-0.570,-1.590,-0.580
31082.812,-1.890,-0.510,-0.480
31083.594,-1.670,0.730,0.010
31084.375,-0.120,1.290,-0.080
31085.156,0.830,1.260,-0.650
31085.938,1.440,0.330,-0.380
31086.719,0.980,-0.560,-0.060
31087.500,0.330,-0.730,-0.080
31088.281,-0.060,-0.710,0.030
31089.062,-0.340,-0.560,0.080
31089.844,-0.570,-0.370,0.230
31090.625,-0.740,0.070,0.240
31091.406,-0.960,0.220,0.410
31092.188,-1.700,0.770,0.270
31092.969,-0.830,1.690,0.100
31093.750,0.960,1.380,0.400
31094.531,2.170,-0.010,0.580
31095.312,2.200,-1.420,0.500
31096.094,0.720,-1.720,0.000
31096.875,-0.430,-0.860,0.020
31097.656,-0.690,0.130,0.690
31098.438,-0.420,0.440,0.890
31099.219,0.060,0.310,0.840
31100.000,0.460,0.100,0.840
31100.781,0.210,-0.510,0.320
31101.562,-0.930,-0.610,-0.450
31102.344,-1.390,-0.050,-0.990
31103.125,-1.720,0.820,-1.360
31103.906,-1.590,1.710,-1.010
31104.688,-0.120,1.880,-0.600
31105.469,1.580,0.700,-0.810
31106.250,1.940,-1.110,-0.910
31107.031,1.130,-1.580,-1.040
31107.812,0.640,-1.020,-0.770
31108.594,0.730,-0.650,-0.240
31109.375,0.690,-0.790,0.070
31110.156,-0.060,-0.500,0.320
31110.938,-0.630,0.160,0.440
31111.719,-0.300,0.510,0.610
31112.500,-0.020,0.280,0.510
31113.281,-0.650,-0.120,0.320
31114.062,-1.130,-0.160,0.180
31114.844,-1.520,0.170,0.010
31115.625,-1.270,0.760,0.130
31116.406,-0.690,1.040,0.270
31117.188,-0.240,1.290,0.270
31117.969,0.710,1.410,0.250
31118.750,1.910,0.690,0.590
31119.531,2.710,-0.890,0.710
31120.312,1.920,-1.810,0.270
31121.094,0.320,-1.960,0.540
31121.875,-0.450,-1.670,1.080
31122.656,-0.750,-1.220,0.830
31123.438,-1.390,-0.330,0.280
31124.219,-1.160,0.590,-0.110
31125.000,-0.700,0.920,-0.490
31125.781,-0.420,1.220,-0.680
31126.562,-0.180,1.240,-1.190
31127.344,-0.490,1.250,-1.410
31128.125,-0.460,1.150,-0.560
31128.906,0.170,0.810,0.200
31129.688,0.730,0.220,0.270
31130.469,1.430,-0.450,-0.230
31131.250,2.150,-1.530,-0.550
31132.031,1.300,-2.210,-0.490
31132.812,-0.210,-1.940,-0.360
31133.594,-0.790,-1.290,-0.310
31134.375,-1.780,-0.540,-0.280
31135.156,-2.380,0.840,-0.620
31135.938,-1.470,2.070,-0.580
31136.719,-0.640,2.290,0.110
31137.500,0.300,2.290,0.350
31138.281,1.370,1.420,0.360
31139.062,2.470,-0.130,0.370
31139.844,2.180,-1.430,0.480
31140.625,0.840,-1.790,0.680
31141.406,-0.240,-1.590,0.860
31142.188,-0.950,-1.010,1.000
31142.969,-1.120,-0.240,0.990
31143.750,-0.980,0.400,0.910
31144.531,-0.420,0.540,0.750
31145.312,-0.160,0.180,0.080
31146.094,-0.160,-0.140,-0.870
31146.875,-0.800,-0.130,-1.120
31147.656,-0.860,0.340,-0.730
31148.438,-0.090,0.820,-0.390
31149.219,0.870,0.820,-0.150
31150.000,1.660,0.040,-0.080
31150.781,1.670,-0.910,0.070
31151.562,0.700,-1.320,0.180
31152.344,-0.680,-0.930,0.200
31153.125,-0.650,-0.050,0.390
31153.906,-0.220,0.350,0.060
31154.688,-0.710,0.550,-0.330
31155.469,-0.730,0.950,-0.250
31156.250,-0.140,0.870,-0.320
31157.031,-0.280,0.450,-0.590
31157.812,-0.320,0.060,-0.680
31158.594,0.170,0.040,-0.580
31159.375,0.410,0.040,-0.370
31160.156,0.460,-0.020,-0.280
31160.938,0.160,0.050,-0.180
31161.719,0.160,0.130,0.150
31162.500,0.550,-0.300,0.350
31163.281,0.290,-1.070,0.430
31164.062,0.140,-1.180,0.580
31164.844,0.070,-0.910,0.340
31165.625,-0.500,-0.420,-0.160
31166.406,-0.990,0.290,-0.350
31167.188,-0.700,0.950,0.140
31167.969,-0.130,1.230,1.050
31168.750,0.580,1.030,1.130
31169.531,0.720,0.430,0.590
31170.312,0.230,0.040,0.350
31171.094,0.130,-0.070,0.120
31171.875,0.440,-0.390,-0.160
31172.656,0.580,-0.800,-0.490
31173.438,-0.520,-0.990,-0.660
31174.219,-1.200,-0.620,-0.390
31175.000,-1.200,0.170,0.120
31175.781,-0.510,0.820,0.370
31176.562,0.100,0.930,-0.190
31177.344,0.140,0.730,-0.350
31178.125,0.750,0.510,-0.180
31178.906,1.120,-0.020,-0.430
31179.688,1.320,-0.860,-0.330
31180.469,0.660,-1.450,-0.040
31181.250,-0.140,-1.030,-0.200
31182.031,-0.340,-0.270,0.090
31182.812,-0.570,0.110,0.500
31183.594,-0.450,0.350,0.270
31184.375,-0.590,0.370,-0.210
31185.156,-0.890,0.530,-0.460
31185.938,-0.290,0.470,-0.080
31186.719,-0.270,0.450,-0.270
31187.500,-0.700,0.810,-0.160
31188.281,-0.020,0.720,-0.070
31189.062,0.950,-0.170,-0.340
31189.844,0.940,-0.740,-0.200
31190.625,0.820,-0.690,0.190
31191.406,0.800,-0.800,0.400
31192.188,0.380,-0.760,0.130
31192.969,0.250,-0.600,0.070
31193.750,-0.280,-0.420,0.220
31194.531,-0.580,-0.030,0.430
31195.312,-0.800,0.410,0.610
31196.094,-1.160,0.930,0.620
31196.875,-1.030,1.460,0.430
31197.656,-0.260,1.200,0.410
31198.438,0.470,0.570,-0.090
31199.219,1.130,-0.140,-0.590
31200.000,0.780,-0.940,-0.900
31200.781,-0.350,-0.840,-0.920
31201.562,-0.410,-0.170,-0.260
31202.344,-0.280,0.430,0.370
31203.125,0.500,0.550,0.640
31203.906,1.240,-0.330,0.670
31204.688,1.030,-1.090,0.350
31205.469,0.400,-1.150,0.000
31206.250,-0.320,-0.970,0.120
31207.031,-1.240,-0.390,0.040
31207.812,-1.970,0.620,-0.280
31208.594,-1.350,1.680,-0.670
31209.375,0.280,1.460,-0.560
31210.156,0.770,0.780,-0.600
31210.938,0.740,0.620,-0.360
31211.719,1.360,-0.060,0.280
31212.500,1.200,-1.080,0.450
31213.281,0.090,-1.480,0.410
31214.062,-0.440,-1.090,0.190
31214.844,-0.650,-0.670,0.180
31215.625,-0.980,-0.230,-0.190
31216.406,-1.150,0.330,-0.670
31217.188,-1.290,0.690,-0.750
31217.969,-0.870,1.120,-0.860
31218.750,0.230,1.440,-1.050
31219.531,1.310,1.090,-0.680
31220.312,2.140,0.370,-0.160
31221.094,2.250,-0.810,0.600
31221.875,1.230,-1.420,1.770
31222.656,0.410,-1.540,1.900
31223.438,-0.980,-1.530,1.690
31224.219,-1.730,-0.760,0.970
31225.000,-1.840,0.190,-0.040
31225.781,-1.740,1.040,-0.520
31226.562,-1.530,1.510,-0.570
31227.344,-0.640,1.770,0.030
31228.125,1.160,1.280,0.000
