horizon,model,RMSE,MAE,sMAPE,Hs_relerr_pct_mean,Tz_relerr_pct_mean
5,ARIMA,0.08403359342844402,0.07735076495972805,0.9218485985494463,,
5,ETS,0.08790778586950528,0.08036363681067143,0.9171905867684708,,
5,Persistence,0.0879077854621154,0.08036363636363636,0.9171905839996096,,
