,ds,yhat,yhat_upper,yhat_lower
0,2220-07-04,0.7200893671583588,0.8614254155305104,0.5763877467658004
1,2220-07-05,0.20132709859437514,0.3415815133657682,0.06458699780086433
2,2220-07-06,-0.606735414810586,-0.4635029948656059,-0.753708330698916
3,2220-07-07,-1.2965495608995474,-1.1535864291731832,-1.4338465051395997
4,2220-07-08,-0.9906316597955354,-0.855040601340426,-1.1375903707576758
5,2220-07-09,-0.8237761628920682,-0.6815581355694774,-0.9607416066045154
6,2220-07-10,-0.5791866755779229,-0.4398845611700436,-0.7166554468098459
7,2220-07-11,-0.09572985514302912,0.047143820242382124,-0.2436290605919543
8,2220-07-12,0.4886571385577446,0.6260373510382693,0.33597081797909933
9,2220-07-13,0.977753519202331,1.1235412847246735,0.83524933453377
10,2220-07-14,1.0344246983151142,1.1784889303741692,0.8892610250276289
11,2220-07-15,0.7459814649479104,0.892296842424734,0.5977743192245039
12,2220-07-16,-0.21763012224754952,-0.08194336075306205,-0.36239255317369456
13,2220-07-17,-0.6396416159351435,-0.5014046495075717,-0.7797693637344152
14,2220-07-18,-0.668882677816884,-0.5247554897460557,-0.8120344610139013
15,2220-07-19,-0.6142681890539854,-0.46669832877709816,-0.7551184272691279
16,2220-07-20,0.08113417350024021,0.22550166372643382,-0.05462334208708262
17,2220-07-21,0.8626352011678927,0.9987328609898256,0.7258215846844693
18,2220-07-22,0.5504384007890759,0.6864184480017691,0.42023652170914494
19,2220-07-23,0.026638351798741966,0.16573454088620643,-0.1202998718142492
20,2220-07-24,-0.49388466268098574,-0.34636993743852695,-0.6371956549193664
21,2220-07-25,-0.6442801553525371,-0.5115476826206634,-0.7920712792744076
22,2220-07-26,-0.0445006958417109,0.10162031351025222,-0.1900902422820035
23,2220-07-27,0.013952096484262988,0.1585819996958976,-0.12911026863401576
24,2220-07-28,-0.3766443985247456,-0.23804509245553523,-0.5276727921057287
25,2220-07-29,-0.4195243293966644,-0.27966583600694744,-0.5646145083987502
26,2220-07-30,0.15165978658282164,0.3055590070336615,0.005466043851286267
27,2220-07-31,0.3143073807783189,0.449550362746616,0.17550492074440943
28,2220-08-01,0.6007482359692017,0.7424902360930407,0.4693661017008768
29,2220-08-02,0.5757892851179832,0.727209478037065,0.42768754249502655
30,2220-08-03,0.30940507993241223,0.4379901603312737,0.1647040008371557
31,2220-08-04,0.18594246585815988,0.33769528664846743,0.05483378018023478
32,2220-08-05,-0.4395793082446239,-0.30407217773118433,-0.5751593130724353
33,2220-08-06,-0.49465795232910215,-0.3567150547396989,-0.6317399078950371
34,2220-08-07,0.11422475084548056,0.2549588766544914,-0.02514708829389707
35,2220-08-08,0.09799951875825785,0.2474066940936882,-0.04937196306476948
36,2220-08-09,0.11013699296600465,0.24722968155050215,-0.029000197356750145
37,2220-08-10,-0.08970601590248262,0.0489605839662057,-0.22876186395717482
38,2220-08-11,-0.0062560985405801794,0.14239728441501254,-0.15642529722382986
39,2220-08-12,-0.1439072163723264,-0.00325590011827191,-0.2876934654677447
40,2220-08-13,-0.45145099726538873,-0.30300735228738795,-0.6036954136347331
41,2220-08-14,-0.4341720852092331,-0.2965745912273839,-0.5807102992267718
42,2220-08-15,-0.21168272027552804,-0.08045410522253801,-0.352711176053154
43,2220-08-16,0.550642598218865,0.6957230616886433,0.40676638715862
44,2220-08-17,0.54199318491935,0.6852531056192963,0.412868283544073
45,2220-08-18,0.015347747914651766,0.168773109350644,-0.13295207166187228
46,2220-08-19,-0.6187248573889533,-0.47788032859864493,-0.7623284623814647
47,2220-08-20,-0.3071279598801032,-0.15782712580153838,-0.443408607125487
48,2220-08-21,-0.05100785900822313,0.0984125934248262,-0.19243522418264852
49,2220-08-22,0.31702318039281585,0.4535359178299771,0.17262886454796647
50,2220-08-23,0.7151152575211146,0.8620105488464318,0.578767564458211
51,2220-08-24,0.5259656728184157,0.6712366610602291,0.3716837282091803
