date,m0,m1,m2,m3,m4,hm0,fp,tp,dp,sprp,tm02,tm,v,Qp,L0,k0,BFI,m0_hilbert,GF_hilbert,hs,ts,h10,hmax,tz,thmax,hmaxhs,kurt_n,skew_n,kurt_H,skew_H,kurt_T,skew_T,corr_H,corr_T,nruns
2024-11-23 04:00:00,0.34,0.05,0.01,0.00,0.00,2.35,0.09,10.90,266.41,31.56,6.66,7.53,0.53,2.24,185.18,0.03,0.11,0.14,0.41,2.18,353.31,2.77,3.81,255.93,346.22,1.75,-0.05,-0.01,-0.05,0.43,-0.76,-0.06,0.37,0.32,0.14
2024-11-23 04:30:00,0.27,0.04,0.01,0.00,0.00,2.08,0.10,10.36,258.06,33.67,6.31,7.17,0.54,2.08,167.55,0.04,0.10,0.10,0.38,1.95,339.38,2.42,2.91,249.96,284.27,1.50,-0.19,0.01,-0.47,0.32,-0.84,-0.03,0.24,0.21,0.13
2024-11-23 05:00:00,0.26,0.04,0.01,0.00,0.00,2.04,0.10,10.36,260.57,34.52,6.44,7.31,0.54,2.24,167.55,0.04,0.11,0.11,0.43,1.94,331.90,2.47,3.22,235.06,363.50,1.66,0.20,0.14,-0.42,0.57,-0.90,0.05,0.32,0.29,0.14
2024-11-23 05:30:00,0.27,0.04,0.01,0.00,0.00,2.09,0.10,9.95,249.22,29.80,6.56,7.47,0.55,2.58,154.38,0.04,0.14,0.11,0.40,2.01,351.51,2.46,3.24,263.69,398.04,1.61,-0.16,0.08,-0.46,0.33,-0.79,-0.15,0.37,0.34,0.13
2024-11-23 06:00:00,0.23,0.03,0.01,0.00,0.00,1.91,0.10,10.36,254.83,38.77,6.15,7.06,0.56,2.12,167.55,0.04,0.10,0.10,0.42,1.79,329.80,2.29,3.10,236.34,313.82,1.73,0.10,0.14,-0.23,0.50,-0.87,0.18,0.20,0.26,0.12
2024-11-23 06:30:00,0.27,0.04,0.01,0.00,0.00,2.08,0.10,9.91,253.45,28.22,6.39,7.31,0.56,2.48,153.30,0.04,0.13,0.10,0.37,1.97,345.49,2.36,2.98,248.41,339.92,1.51,-0.31,0.03,-0.77,0.26,-1.02,-0.07,0.30,0.25,0.13
2024-11-23 07:00:00,0.24,0.03,0.01,0.00,0.00,1.94,0.09,10.86,268.47,29.65,6.10,7.04,0.58,2.37,183.89,0.03,0.10,0.09,0.38,1.81,333.66,2.19,2.78,240.21,358.62,1.53,-0.23,-0.05,-0.64,0.30,-1.05,-0.00,0.20,0.14,0.16
2024-11-23 07:30:00,0.23,0.03,0.01,0.00,0.00,1.91,0.10,10.40,265.31,41.44,5.90,6.94,0.62,2.01,168.73,0.04,0.09,0.09,0.41,1.81,340.25,2.26,3.50,228.76,374.75,1.93,0.16,0.12,-0.11,0.52,-1.11,0.10,0.23,0.26,0.13
2024-11-23 08:00:00,0.24,0.03,0.01,0.00,0.00,1.96,0.10,9.91,262.74,34.28,5.84,6.87,0.62,2.13,153.30,0.04,0.11,0.09,0.38,1.81,327.08,2.24,3.08,228.48,325.62,1.70,-0.18,0.09,-0.35,0.42,-1.03,0.07,0.23,0.08,0.14
2024-11-23 08:30:00,0.24,0.04,0.01,0.00,0.00,1.95,0.10,9.91,252.70,30.93,5.61,6.64,0.63,2.21,153.30,0.04,0.11,0.10,0.41,1.87,326.89,2.35,3.59,218.66,361.34,1.92,0.04,0.13,-0.03,0.62,-0.92,0.32,0.31,0.27,0.14
2024-11-23 09:00:00,0.22,0.03,0.01,0.00,0.00,1.86,0.09,10.90,262.13,38.11,5.44,6.46,0.64,1.96,185.18,0.03,0.08,0.09,0.43,1.72,310.61,2.14,3.09,208.45,375.07,1.80,0.06,0.09,-0.36,0.47,-0.73,0.34,0.28,0.23,0.12
2024-11-23 09:30:00,0.20,0.03,0.01,0.00,0.00,1.80,0.10,9.91,269.09,40.62,5.39,6.35,0.63,1.81,153.30,0.04,0.08,0.08,0.39,1.71,314.78,2.12,2.78,224.72,325.65,1.63,-0.20,0.05,-0.16,0.55,-0.88,0.29,0.11,0.10,0.14
2024-11-23 10:00:00,0.23,0.03,0.01,0.00,0.00,1.91,0.10,10.36,270.99,39.04,5.89,6.85,0.59,2.48,167.55,0.04,0.11,0.10,0.43,1.78,326.72,2.22,2.80,229.68,330.35,1.58,-0.04,0.03,-0.50,0.47,-0.79,0.26,0.41,0.41,0.14
2024-11-23 10:30:00,0.21,0.03,0.01,0.00,0.00,1.82,0.10,9.53,260.57,36.02,6.03,6.92,0.56,2.30,141.78,0.04,0.12,0.08,0.38,1.67,324.27,2.08,2.85,231.31,326.91,1.71,-0.10,0.06,-0.23,0.49,-1.04,0.04,0.20,0.21,0.13
2024-11-23 11:00:00,0.21,0.03,0.01,0.00,0.00,1.83,0.10,10.36,253.43,39.30,6.34,7.28,0.57,2.47,167.55,0.04,0.11,0.08,0.41,1.78,351.27,2.20,3.31,250.21,363.15,1.86,-0.13,0.03,-0.34,0.43,-1.01,-0.11,0.36,0.33,0.13
2024-11-23 11:30:00,0.21,0.03,0.00,0.00,0.00,1.82,0.10,9.91,259.00,36.38,6.56,7.48,0.55,2.89,153.30,0.04,0.13,0.09,0.43,1.68,341.61,2.11,2.82,259.38,309.71,1.68,-0.11,0.03,0.02,0.53,-1.09,-0.19,0.30,0.30,0.14
2024-11-23 12:00:00,0.23,0.03,0.01,0.00,0.00,1.91,0.10,10.36,266.05,38.56,6.63,7.53,0.54,3.08,167.55,0.04,0.14,0.10,0.45,1.75,349.61,2.27,3.21,252.37,395.42,1.84,0.19,0.03,0.38,0.66,-1.12,-0.06,0.43,0.36,0.12
2024-11-23 12:30:00,0.17,0.02,0.00,0.00,0.00,1.67,0.10,10.40,265.38,33.67,6.36,7.27,0.55,2.67,168.73,0.04,0.10,0.07,0.40,1.54,345.41,1.92,2.48,246.37,359.62,1.61,-0.10,0.05,-0.30,0.45,-0.94,0.02,0.38,0.31,0.14
2024-11-23 13:00:00,0.18,0.03,0.00,0.00,0.00,1.70,0.09,10.86,262.47,35.66,6.32,7.16,0.53,2.29,183.89,0.03,0.08,0.08,0.43,1.70,339.23,2.10,2.78,257.22,314.52,1.64,0.07,0.11,-0.38,0.48,-1.05,-0.12,0.27,0.28,0.13
2024-11-23 13:30:00,0.17,0.02,0.00,0.00,0.00,1.68,0.11,9.12,262.68,35.14,6.33,7.18,0.54,2.66,129.75,0.05,0.14,0.07,0.42,1.60,335.42,2.04,2.45,250.56,304.84,1.53,0.02,-0.07,-0.37,0.47,-1.07,-0.10,0.39,0.16,0.13
2024-11-23 14:00:00,0.17,0.02,0.00,0.00,0.00,1.65,0.10,10.36,249.95,33.48,6.53,7.41,0.54,2.71,167.55,0.04,0.10,0.06,0.36,1.63,347.07,2.07,2.53,252.91,372.17,1.55,-0.10,0.05,-0.42,0.50,-0.99,-0.08,0.39,0.32,0.14
2024-11-23 14:30:00,0.18,0.02,0.00,0.00,0.00,1.69,0.10,9.53,253.97,36.05,6.25,7.23,0.58,2.60,141.78,0.04,0.12,0.08,0.46,1.57,341.45,2.08,3.11,239.02,363.27,1.98,0.36,0.10,0.85,0.86,-1.04,-0.02,0.43,0.28,0.13
2024-11-23 15:00:00,0.19,0.03,0.01,0.00,0.00,1.76,0.10,10.36,266.05,31.50,5.80,6.90,0.65,2.54,167.55,0.04,0.11,0.08,0.42,1.65,333.52,2.16,2.88,226.67,299.98,1.75,0.16,-0.06,0.15,0.74,-1.17,0.15,0.44,0.34,0.13
2024-11-23 15:30:00,0.17,0.03,0.01,0.00,0.00,1.65,0.11,9.50,276.86,34.08,5.37,6.42,0.66,2.20,140.79,0.04,0.10,0.07,0.43,1.59,310.64,2.03,2.63,213.33,290.73,1.66,0.06,0.01,-0.17,0.65,-1.09,0.08,0.25,0.23,0.14
2024-11-23 16:00:00,0.19,0.03,0.01,0.00,0.00,1.73,0.11,9.50,256.04,29.65,5.37,6.38,0.64,2.26,140.79,0.04,0.11,0.07,0.39,1.65,312.07,2.12,3.04,215.06,319.50,1.84,-0.01,0.12,0.10,0.64,-1.00,0.14,0.32,0.25,0.13
2024-11-23 16:30:00,0.18,0.03,0.01,0.00,0.00,1.70,0.11,9.12,258.06,40.32,5.46,6.52,0.65,2.50,129.75,0.05,0.13,0.08,0.44,1.62,319.47,2.11,2.91,214.90,314.02,1.79,0.17,0.08,0.04,0.72,-1.01,0.17,0.30,0.27,0.14
2024-11-23 17:00:00,0.19,0.03,0.01,0.00,0.00,1.73,0.10,9.53,252.22,38.47,5.73,6.68,0.60,2.36,141.78,0.04,0.11,0.08,0.40,1.64,325.50,2.05,2.60,234.06,330.78,1.58,-0.11,0.07,-0.37,0.33,-0.98,-0.07,0.33,0.25,0.12
2024-11-23 17:30:00,0.19,0.03,0.01,0.00,0.00,1.74,0.11,9.12,264.61,33.61,5.90,6.80,0.57,2.27,129.75,0.05,0.12,0.08,0.42,1.62,322.09,2.05,2.78,233.84,334.53,1.72,0.08,0.03,-0.10,0.56,-0.94,-0.05,0.33,0.23,0.15
2024-11-23 18:00:00,0.19,0.03,0.01,0.00,0.00,1.75,0.10,9.91,263.62,37.80,5.85,6.74,0.57,2.27,153.30,0.04,0.10,0.08,0.44,1.63,317.94,2.05,3.32,236.03,311.16,2.04,0.13,0.02,0.66,0.67,-0.92,-0.03,0.32,0.31,0.13
2024-11-23 18:30:00,0.18,0.03,0.01,0.00,0.00,1.71,0.11,9.15,256.13,33.07,5.84,6.73,0.57,2.82,130.66,0.05,0.14,0.06,0.36,1.64,316.90,2.02,2.57,228.75,322.93,1.56,-0.23,0.00,-0.58,0.36,-0.96,0.01,0.42,0.37,0.15
2024-11-23 19:00:00,0.16,0.02,0.00,0.00,0.00,1.58,0.10,9.91,268.94,34.95,5.83,6.65,0.55,2.18,153.30,0.04,0.09,0.06,0.41,1.47,305.50,1.84,2.71,222.61,380.33,1.84,0.01,-0.00,0.29,0.58,-0.93,0.17,0.27,0.23,0.13
2024-11-23 19:30:00,0.19,0.03,0.01,0.00,0.00,1.76,0.11,9.50,267.04,35.48,6.17,6.97,0.53,2.68,140.79,0.04,0.13,0.08,0.40,1.68,325.71,2.12,2.58,248.92,366.04,1.54,-0.05,0.01,-0.26,0.46,-0.95,-0.09,0.38,0.38,0.14
2024-11-23 20:00:00,0.18,0.03,0.01,0.00,0.00,1.71,0.10,9.95,257.03,32.91,6.02,6.83,0.54,2.36,154.38,0.04,0.10,0.07,0.40,1.64,322.80,2.03,2.46,239.51,331.35,1.50,-0.09,0.02,-0.59,0.42,-0.92,-0.10,0.39,0.33,0.14
2024-11-23 20:30:00,0.18,0.03,0.00,0.00,0.00,1.70,0.11,9.12,255.38,41.68,6.12,6.86,0.51,2.25,129.75,0.05,0.12,0.08,0.44,1.60,316.70,2.07,2.87,240.38,298.19,1.79,0.05,0.05,0.03,0.53,-0.84,-0.09,0.38,0.26,0.13
2024-11-23 21:00:00,0.20,0.03,0.01,0.00,0.00,1.80,0.11,8.77,263.46,30.85,6.27,7.00,0.50,2.83,119.96,0.05,0.17,0.09,0.46,1.68,314.81,2.16,3.62,236.43,319.56,2.15,0.47,0.07,0.53,0.74,-1.05,-0.07,0.45,0.26,0.13
2024-11-23 21:30:00,0.18,0.03,0.00,0.00,0.00,1.71,0.11,9.12,259.05,33.39,6.32,7.08,0.51,2.77,129.75,0.05,0.14,0.07,0.38,1.66,321.37,2.11,2.98,252.53,342.37,1.79,-0.01,-0.01,0.24,0.50,-0.67,-0.30,0.40,0.24,0.12
2024-11-23 22:00:00,0.16,0.02,0.00,0.00,0.00,1.62,0.11,9.15,265.20,33.03,6.19,6.95,0.51,2.47,130.66,0.05,0.12,0.06,0.39,1.57,321.51,1.95,2.75,253.03,327.37,1.75,-0.13,0.01,-0.15,0.37,-0.71,-0.29,0.39,0.28,0.13
2024-11-23 22:30:00,0.16,0.02,0.00,0.00,0.00,1.59,0.11,9.12,262.98,44.51,6.07,6.82,0.51,2.41,129.75,0.05,0.12,0.06,0.41,1.48,306.94,1.92,2.37,225.57,265.25,1.60,-0.05,0.00,-0.19,0.54,-0.88,0.06,0.34,0.29,0.13
2024-11-23 23:00:00,0.16,0.02,0.00,0.00,0.00,1.58,0.11,9.50,263.60,34.03,6.04,6.79,0.51,2.26,140.79,0.04,0.10,0.07,0.47,1.52,315.30,1.94,2.30,236.62,359.44,1.51,0.06,0.03,-0.25,0.57,-0.74,0.05,0.33,0.28,0.13
2024-11-23 23:30:00,0.16,0.02,0.00,0.00,0.00,1.60,0.10,9.53,264.57,28.72,6.14,6.84,0.49,2.58,141.78,0.04,0.11,0.06,0.38,1.53,318.42,1.86,2.37,249.17,311.96,1.55,-0.20,0.08,-0.54,0.28,-0.74,-0.16,0.34,0.23,0.13
2024-11-24 00:00:00,0.15,0.02,0.00,0.00,0.00,1.53,0.11,9.50,268.61,38.36,5.79,6.45,0.49,1.83,140.79,0.04,0.08,0.06,0.43,1.44,294.06,1.79,2.42,228.44,320.78,1.69,0.01,0.09,-0.31,0.43,-0.71,0.04,0.22,0.25,0.14
2024-11-24 00:30:00,0.19,0.03,0.00,0.00,0.00,1.74,0.11,8.77,264.28,26.51,6.23,6.93,0.49,2.88,119.96,0.05,0.16,0.07,0.36,1.64,321.90,2.02,2.38,253.20,340.87,1.45,-0.24,0.17,-0.49,0.28,-0.86,-0.26,0.35,0.26,0.15
2024-11-24 01:00:00,0.14,0.02,0.00,0.00,0.00,1.50,0.11,8.77,261.40,37.58,5.91,6.64,0.51,2.43,119.96,0.05,0.12,0.05,0.36,1.48,319.34,1.83,2.49,244.07,286.67,1.68,-0.17,-0.01,-0.15,0.38,-0.89,-0.21,0.32,0.23,0.12
2024-11-24 01:30:00,0.16,0.02,0.00,0.00,0.00,1.61,0.12,8.17,267.32,37.47,6.03,6.69,0.48,2.23,104.16,0.06,0.14,0.06,0.39,1.54,304.38,1.92,2.99,240.71,329.02,1.95,-0.07,0.07,0.11,0.45,-0.83,-0.13,0.25,0.15,0.14
2024-11-24 02:00:00,0.15,0.02,0.00,0.00,0.00,1.57,0.11,9.50,259.60,33.87,5.90,6.59,0.50,2.15,140.79,0.04,0.09,0.06,0.40,1.47,310.30,1.78,2.21,231.43,299.22,1.50,-0.23,0.07,-0.62,0.29,-0.89,0.02,0.29,0.23,0.14
2024-11-24 02:30:00,0.14,0.02,0.00,0.00,0.00,1.50,0.11,8.77,248.48,39.75,5.93,6.66,0.51,2.41,119.96,0.05,0.12,0.05,0.38,1.45,313.66,1.78,2.37,246.52,332.40,1.63,-0.27,-0.03,-0.34,0.29,-0.83,-0.20,0.30,0.28,0.14
2024-11-24 03:00:00,0.15,0.02,0.00,0.00,0.00,1.56,0.11,9.15,264.89,32.79,5.90,6.61,0.50,2.37,130.66,0.05,0.11,0.06,0.37,1.46,305.88,1.72,2.35,238.25,312.94,1.61,-0.32,0.02,-0.52,0.18,-0.93,-0.05,0.24,0.22,0.14
2024-11-24 03:30:00,0.14,0.02,0.00,0.00,0.00,1.49,0.12,8.44,253.30,32.41,5.69,6.39,0.51,2.03,111.24,0.06,0.11,0.06,0.43,1.45,300.61,1.84,2.54,226.02,246.23,1.75,0.12,0.05,0.07,0.58,-0.91,0.02,0.29,0.26,0.12
2024-11-24 04:00:00,0.14,0.02,0.00,0.00,0.00,1.48,0.11,8.77,273.16,41.44,5.79,6.57,0.53,2.36,119.96,0.05,0.11,0.05,0.39,1.42,321.00,1.76,2.44,235.22,382.14,1.72,-0.06,-0.02,-0.15,0.41,-0.94,-0.04,0.29,0.27,0.14
2024-11-24 04:30:00,0.13,0.02,0.00,0.00,0.00,1.45,0.12,8.17,261.49,32.82,5.77,6.46,0.50,2.10,104.16,0.06,0.11,0.06,0.43,1.34,295.49,1.74,2.43,218.36,255.81,1.82,0.20,0.02,0.08,0.63,-0.73,0.11,0.27,0.19,0.13
2024-11-24 05:00:00,0.12,0.02,0.00,0.00,0.00,1.41,0.11,8.77,268.84,45.64,5.81,6.53,0.52,2.32,119.96,0.05,0.11,0.05,0.40,1.37,314.40,1.66,2.20,230.35,326.19,1.60,-0.12,0.01,-0.57,0.37,-0.95,-0.07,0.43,0.34,0.16
2024-11-24 05:30:00,0.12,0.02,0.00,0.00,0.00,1.38,0.12,8.14,273.13,34.13,5.61,6.29,0.51,1.92,103.44,0.06,0.10,0.05,0.40,1.32,290.34,1.61,2.06,221.10,296.42,1.56,-0.14,0.03,-0.59,0.28,-0.51,0.06,0.18,0.18,0.14
2024-11-24 06:00:00,0.13,0.02,0.00,0.00,0.00,1.45,0.11,9.15,264.18,31.03,5.90,6.68,0.53,2.30,130.66,0.05,0.10,0.05,0.38,1.38,306.81,1.70,2.48,237.21,328.15,1.79,-0.22,0.05,-0.32,0.26,-0.86,-0.16,0.38,0.27,0.14
2024-11-24 06:30:00,0.12,0.02,0.00,0.00,0.00,1.40,0.12,8.44,262.55,36.03,5.60,6.35,0.53,1.93,111.24,0.06,0.10,0.05,0.42,1.31,296.58,1.64,2.02,216.11,276.60,1.54,-0.11,0.10,-0.47,0.49,-0.74,0.19,0.29,0.28,0.14
2024-11-24 07:00:00,0.12,0.02,0.00,0.00,0.00,1.37,0.11,9.50,268.06,32.64,5.70,6.50,0.55,2.22,140.79,0.04,0.08,0.05,0.40,1.30,306.48,1.63,2.35,222.89,300.95,1.81,-0.11,-0.01,-0.40,0.40,-1.03,0.03,0.31,0.27,0.13
2024-11-24 07:30:00,0.11,0.02,0.00,0.00,0.00,1.35,0.11,9.12,253.98,36.14,5.72,6.51,0.55,2.08,129.75,0.05,0.08,0.05,0.42,1.29,303.48,1.68,2.75,228.58,351.03,2.13,0.33,0.09,1.18,0.84,-0.86,0.01,0.40,0.18,0.11
2024-11-24 08:00:00,0.14,0.02,0.00,0.00,0.00,1.50,0.10,9.53,274.25,29.56,5.87,6.57,0.50,2.06,141.78,0.04,0.09,0.06,0.42,1.43,303.77,1.79,2.24,232.29,298.14,1.57,-0.00,0.02,-0.44,0.40,-0.89,-0.02,0.20,0.14,0.14
2024-11-24 08:30:00,0.12,0.02,0.00,0.00,0.00,1.36,0.12,8.44,269.66,32.00,5.68,6.43,0.53,1.99,111.24,0.06,0.10,0.05,0.40,1.28,296.33,1.59,2.03,217.19,394.42,1.58,-0.02,0.07,-0.50,0.40,-0.90,0.04,0.24,0.14,0.14
2024-11-24 09:00:00,0.11,0.02,0.00,0.00,0.00,1.35,0.12,8.44,262.95,36.72,5.56,6.27,0.52,1.81,111.24,0.06,0.09,0.05,0.47,1.28,294.28,1.65,2.09,207.18,321.62,1.64,0.28,0.14,-0.01,0.71,-0.70,0.26,0.27,0.23,0.15
2024-11-24 09:30:00,0.12,0.02,0.00,0.00,0.00,1.39,0.12,8.47,263.65,39.06,5.69,6.42,0.52,2.07,112.02,0.06,0.10,0.05,0.41,1.29,300.11,1.59,2.02,220.93,329.72,1.57,-0.13,0.00,-0.55,0.36,-0.75,0.11,0.29,0.23,0.14
2024-11-24 10:00:00,0.13,0.02,0.00,0.00,0.00,1.45,0.11,9.50,272.87,38.45,5.84,6.59,0.52,2.07,140.79,0.04,0.08,0.05,0.42,1.35,295.76,1.68,2.17,222.93,302.97,1.60,-0.03,0.12,-0.49,0.38,-0.49,0.19,0.34,0.26,0.14
2024-11-24 10:30:00,0.10,0.02,0.00,0.00,0.00,1.30,0.11,9.12,265.54,48.19,5.59,6.31,0.52,1.86,129.75,0.05,0.07,0.05,0.43,1.24,297.21,1.53,2.09,219.87,338.64,1.68,0.01,0.00,-0.43,0.45,-0.72,0.13,0.33,0.24,0.14
2024-11-24 11:00:00,0.11,0.02,0.00,0.00,0.00,1.36,0.12,8.14,259.46,30.91,5.72,6.46,0.52,2.13,103.44,0.06,0.11,0.06,0.50,1.30,303.78,1.72,2.67,215.36,279.38,2.06,0.37,0.07,0.66,0.85,-0.67,0.21,0.40,0.26,0.13
2024-11-24 11:30:00,0.11,0.02,0.00,0.00,0.00,1.32,0.11,9.50,263.42,36.41,5.71,6.46,0.53,2.09,140.79,0.04,0.08,0.04,0.41,1.21,302.87,1.56,2.44,219.64,367.50,2.02,0.15,0.07,0.35,0.68,-0.80,0.22,0.30,0.32,0.14
2024-11-24 12:00:00,0.09,0.01,0.00,0.00,0.00,1.18,0.10,9.95,273.86,40.17,5.32,6.08,0.55,1.71,154.38,0.04,0.05,0.04,0.41,1.12,281.65,1.40,2.23,211.50,313.33,1.99,0.13,0.05,0.44,0.54,-0.69,0.23,0.34,0.20,0.14
2024-11-24 12:30:00,0.12,0.02,0.00,0.00,0.00,1.37,0.11,9.12,256.93,40.42,5.80,6.59,0.54,2.12,129.75,0.05,0.09,0.05,0.42,1.30,309.10,1.60,2.24,226.37,362.96,1.72,-0.14,0.07,-0.36,0.40,-0.74,0.02,0.34,0.27,0.13
2024-11-24 13:00:00,0.10,0.02,0.00,0.00,0.00,1.29,0.11,8.77,262.22,35.79,5.72,6.60,0.57,2.13,119.96,0.05,0.09,0.04,0.40,1.19,307.33,1.52,2.22,220.14,325.78,1.86,0.03,0.08,0.22,0.63,-1.03,0.09,0.29,0.23,0.13
2024-11-24 13:30:00,0.09,0.01,0.00,0.00,0.00,1.22,0.11,9.50,264.06,45.01,5.58,6.56,0.62,2.14,140.79,0.04,0.07,0.04,0.39,1.14,312.24,1.39,1.72,220.09,285.88,1.51,-0.14,0.03,-0.63,0.35,-0.92,0.10,0.32,0.26,0.16
2024-11-24 14:00:00,0.10,0.02,0.00,0.00,0.00,1.29,0.11,9.50,260.46,44.26,5.87,6.71,0.56,2.35,140.79,0.04,0.08,0.04,0.41,1.25,313.02,1.51,1.92,235.42,296.77,1.54,-0.15,0.03,-0.72,0.28,-0.87,-0.18,0.31,0.17,0.14
2024-11-24 14:30:00,0.08,0.01,0.00,0.00,0.00,1.17,0.10,9.53,268.79,46.62,5.71,6.52,0.55,2.05,141.78,0.04,0.07,0.03,0.41,1.12,307.50,1.42,1.93,234.80,332.84,1.72,0.05,0.07,-0.04,0.47,-0.69,-0.11,0.32,0.25,0.13
2024-11-24 15:00:00,0.08,0.01,0.00,0.00,0.00,1.14,0.11,8.77,254.68,43.57,5.61,6.48,0.58,2.07,119.96,0.05,0.08,0.03,0.38,1.11,309.28,1.35,1.59,224.23,335.96,1.43,-0.17,0.06,-0.76,0.25,-0.99,0.07,0.30,0.33,0.15
2024-11-24 15:30:00,0.10,0.01,0.00,0.00,0.00,1.25,0.11,9.12,253.49,42.18,5.83,6.69,0.56,2.46,129.75,0.05,0.09,0.04,0.43,1.21,314.08,1.53,2.09,237.01,372.48,1.74,0.04,-0.06,0.08,0.59,-0.87,-0.06,0.30,0.21,0.13
2024-11-24 16:00:00,0.11,0.02,0.00,0.00,0.00,1.30,0.11,9.12,278.22,35.68,5.94,6.81,0.56,2.56,129.75,0.05,0.10,0.05,0.44,1.22,315.24,1.55,1.95,224.95,314.38,1.60,0.08,0.02,-0.44,0.51,-0.99,-0.00,0.28,0.15,0.13
2024-11-24 16:30:00,0.13,0.02,0.00,0.00,0.00,1.44,0.12,8.44,243.83,39.14,6.15,6.95,0.53,3.12,111.24,0.06,0.16,0.05,0.39,1.37,318.81,1.65,2.04,241.85,307.65,1.49,-0.22,0.09,-0.78,0.21,-1.00,-0.32,0.45,0.31,0.15
2024-11-24 17:00:00,0.11,0.02,0.00,0.00,0.00,1.32,0.11,9.12,272.35,38.47,6.05,6.83,0.52,2.54,129.75,0.05,0.10,0.04,0.40,1.26,306.44,1.60,2.16,237.90,310.97,1.72,0.02,0.03,-0.05,0.57,-0.85,-0.01,0.31,0.15,0.13
2024-11-24 17:30:00,0.12,0.02,0.00,0.00,0.00,1.39,0.11,8.80,264.15,36.03,6.28,7.03,0.50,3.12,120.81,0.05,0.14,0.05,0.42,1.31,319.57,1.62,2.01,236.42,310.99,1.53,-0.04,-0.01,-0.59,0.45,-0.94,-0.19,0.40,0.32,0.15
2024-11-24 18:00:00,0.11,0.02,0.00,0.00,0.00,1.34,0.11,8.77,262.17,32.95,6.07,6.87,0.53,2.70,119.96,0.05,0.12,0.04,0.39,1.25,315.41,1.56,2.18,241.51,352.82,1.74,-0.14,0.12,-0.29,0.42,-0.84,-0.23,0.28,0.24,0.12
2024-11-24 18:30:00,0.11,0.02,0.00,0.00,0.00,1.31,0.12,8.44,268.09,35.98,5.96,6.78,0.54,2.60,111.24,0.06,0.12,0.04,0.41,1.24,315.31,1.57,2.01,233.80,353.61,1.62,-0.06,0.13,-0.21,0.58,-1.02,-0.10,0.41,0.25,0.13
2024-11-24 19:00:00,0.10,0.02,0.00,0.00,0.00,1.28,0.12,8.44,260.75,33.37,5.86,6.68,0.55,2.60,111.24,0.06,0.12,0.04,0.41,1.25,310.18,1.60,2.19,234.50,339.74,1.75,0.01,-0.06,-0.12,0.58,-0.73,-0.03,0.39,0.21,0.14
2024-11-24 19:30:00,0.11,0.02,0.00,0.00,0.00,1.36,0.11,8.77,259.39,35.96,6.01,6.79,0.53,2.51,119.96,0.05,0.11,0.05,0.43,1.27,311.63,1.62,2.46,232.43,318.71,1.93,0.15,-0.00,0.25,0.68,-0.86,-0.03,0.40,0.32,0.15
2024-11-24 20:00:00,0.11,0.02,0.00,0.00,0.00,1.33,0.11,8.77,260.36,34.10,5.88,6.68,0.54,2.22,119.96,0.05,0.10,0.04,0.40,1.25,308.60,1.54,2.18,227.74,278.50,1.75,-0.06,0.04,-0.18,0.45,-0.82,0.07,0.34,0.31,0.13
2024-11-24 20:30:00,0.11,0.02,0.00,0.00,0.00,1.35,0.12,8.47,261.91,40.86,5.87,6.66,0.54,2.70,112.02,0.06,0.13,0.05,0.42,1.29,306.20,1.59,2.31,224.02,269.99,1.80,-0.01,-0.02,-0.37,0.52,-0.80,0.06,0.36,0.25,0.15
2024-11-24 21:00:00,0.13,0.02,0.00,0.00,0.00,1.45,0.11,9.50,264.82,34.58,5.98,6.81,0.54,2.54,140.79,0.04,0.10,0.05,0.39,1.36,319.41,1.68,1.91,230.32,318.04,1.40,-0.12,-0.03,-0.70,0.32,-0.95,-0.09,0.34,0.19,0.14
2024-11-24 21:30:00,0.11,0.02,0.00,0.00,0.00,1.31,0.11,8.77,258.60,39.55,5.61,6.47,0.58,2.26,119.96,0.05,0.10,0.04,0.42,1.24,308.08,1.52,1.90,222.22,277.84,1.53,-0.05,0.00,-0.65,0.39,-0.98,-0.00,0.24,0.16,0.15
2024-11-24 22:00:00,0.13,0.02,0.00,0.00,0.00,1.47,0.11,9.12,261.48,35.68,5.69,6.54,0.57,2.42,129.75,0.05,0.11,0.05,0.41,1.37,303.25,1.77,2.65,220.46,337.13,1.94,0.20,0.07,0.76,0.80,-0.95,-0.02,0.33,0.16,0.13
2024-11-24 22:30:00,0.11,0.02,0.00,0.00,0.00,1.31,0.11,9.15,264.61,39.25,5.35,6.25,0.60,2.13,130.66,0.05,0.08,0.04,0.41,1.26,296.17,1.55,1.88,211.57,355.50,1.50,-0.16,0.10,-0.63,0.39,-0.87,0.10,0.31,0.23,0.14
2024-11-24 23:00:00,0.13,0.02,0.00,0.00,0.00,1.44,0.12,8.44,259.46,39.36,5.52,6.42,0.59,2.51,111.24,0.06,0.13,0.05,0.37,1.36,303.49,1.67,2.15,221.14,289.87,1.59,-0.24,0.03,-0.55,0.34,-1.02,0.03,0.28,0.26,0.14
2024-11-24 23:30:00,0.12,0.02,0.00,0.00,0.00,1.36,0.12,8.44,254.17,41.13,5.20,5.99,0.57,1.83,111.24,0.06,0.09,0.05,0.40,1.31,279.06,1.65,2.23,205.24,235.34,1.71,-0.01,0.08,-0.23,0.52,-0.73,0.19,0.19,0.10,0.14
