timestamp_utc,time,Hm0,Hmax,Hsw,Tp,Tsw,Tm01,Tm02,Tm10,Tavg,Tmax,Dirp,Dirm,Dirsw,Sigp,Sigm,Uw,Uwdir,lat,lon,sst,VBAT,VSOL,TEMP,HUM,PRES,CSQ,RAT,oper,source,invalid,tstr,tstrlocal
2025-07-13 18:30:00,1752431400,0.84,1.34,0.64,10.92,10.92,6.93,5.28,9.51,5.22,11.52,168.78,163.36,168.78,43.53,49.27,0.34,163.87,-23.01,-43.25,0,4.17,4.27,25.82,49.99,110.68,13,7,Vivo,gsm,0,2025-07-13 15:30:00 [UTC-3],2025-07-13 15:30:00 [UTC-3]
2025-07-13 19:00:00,1752433200,0.75,1.31,0.53,10.92,10.92,6.34,4.90,8.97,4.81,11.84,167.00,163.00,167.00,47.33,52.74,0.27,165.49,0.00,0.00,0,4.17,4.27,25.00,50.38,110.33,15,7,Vivo,gsm,0,2025-07-13 16:00:00 [UTC-3],2025-07-13 16:00:00 [UTC-3]
2025-07-13 19:30:00,1752435000,0.82,1.30,0.60,10.92,10.92,6.26,4.80,9.01,4.98,11.68,162.87,158.51,162.87,52.12,52.71,0.25,161.24,-23.01,-43.25,0,4.16,4.27,24.09,50.76,109.94,13,7,Vivo,gsm,0,2025-07-13 16:30:00 [UTC-3],2025-07-13 16:30:00 [UTC-3]
2025-07-13 20:00:00,1752436800,0.83,1.43,0.56,10.92,10.92,5.39,4.13,8.43,4.33,10.88,169.51,153.30,169.51,44.04,53.29,0.12,159.93,0.00,0.00,0,4.16,3.10,22.94,51.00,109.42,13,7,Vivo,gsm,0,2025-07-13 17:00:00 [UTC-3],2025-07-13 17:00:00 [UTC-3]
2025-07-13 20:30:00,1752438600,0.79,1.12,0.44,9.64,10.92,4.38,3.52,7.05,3.75,10.24,157.37,141.22,154.12,53.55,54.52,0.04,158.77,-23.01,-43.25,0,4.15,0.13,21.73,51.90,108.95,13,7,Vivo,gsm,0,2025-07-13 17:30:00 [UTC-3],2025-07-13 17:30:00 [UTC-3]
2025-07-13 21:00:00,1752440400,0.87,1.47,0.54,10.24,10.24,4.67,3.72,7.39,3.89,11.52,158.24,147.29,158.24,48.94,53.89,0.00,0.00,0.00,0.00,0,4.15,0.02,20.92,52.68,108.66,14,7,Vivo,gsm,0,2025-07-13 18:00:00 [UTC-3],2025-07-13 18:00:00 [UTC-3]
2025-07-13 21:30:00,1752442200,0.87,1.34,0.48,11.70,11.70,4.48,3.72,6.85,3.89,8.16,183.12,145.19,183.12,52.43,53.98,0.00,0.00,-23.01,-43.25,0,4.15,0.02,20.40,53.31,108.48,12,7,Vivo,gsm,0,2025-07-13 18:30:00 [UTC-3],2025-07-13 18:30:00 [UTC-3]
2025-07-13 22:00:00,1752444000,0.93,1.52,0.52,10.92,10.92,4.61,3.86,6.77,3.84,4.64,169.62,150.09,169.62,54.01,51.60,0.00,0.00,0.00,0.00,0,4.14,0.02,20.17,53.56,108.40,11,7,Vivo,gsm,0,2025-07-13 19:00:00 [UTC-3],2025-07-13 19:00:00 [UTC-3]
2025-07-13 22:30:00,1752445800,0.95,1.52,0.53,13.65,13.65,4.77,3.98,7.02,3.91,11.52,176.58,158.02,176.58,48.42,52.95,0.00,0.00,-23.01,-43.25,0,4.14,0.02,20.01,53.90,108.35,13,7,Vivo,gsm,0,2025-07-13 19:30:00 [UTC-3],2025-07-13 19:30:00 [UTC-3]
2025-07-13 23:00:00,1752447600,0.98,1.65,0.49,11.70,11.70,4.66,3.95,6.51,3.95,8.48,162.83,151.96,162.83,42.56,49.24,0.00,0.00,0.00,0.00,0,4.12,0.02,19.95,53.66,108.30,12,7,Vivo,gsm,0,2025-07-13 20:00:00 [UTC-3],2025-07-13 20:00:00 [UTC-3]
2025-07-13 23:30:00,1752449400,0.97,1.40,0.53,10.24,10.24,4.83,4.05,6.89,4.19,9.92,154.56,147.09,154.56,50.46,53.25,0.00,0.00,-23.01,-43.25,0,4.13,0.02,19.68,53.84,108.20,19,7,Vivo,gsm,0,2025-07-13 20:30:00 [UTC-3],2025-07-13 20:30:00 [UTC-3]
2025-07-14 00:00:00,1752451200,0.96,1.58,0.50,10.24,10.24,4.94,4.18,6.94,4.34,10.56,167.63,149.90,167.63,52.29,52.42,0.00,0.00,0.00,0.00,0,4.13,0.02,19.48,54.17,108.14,15,7,Vivo,gsm,0,2025-07-13 21:00:00 [UTC-3],2025-07-13 21:00:00 [UTC-3]
2025-07-14 00:30:00,1752453000,0.95,1.48,0.54,10.92,10.92,5.29,4.46,7.33,4.45,11.04,170.58,155.43,170.58,40.18,49.80,0.00,0.00,-23.01,-43.25,0,4.12,0.02,19.36,54.18,108.08,14,7,Vivo,gsm,0,2025-07-13 21:30:00 [UTC-3],2025-07-13 21:30:00 [UTC-3]
2025-07-14 01:00:00,1752454800,0.90,1.37,0.53,10.92,10.92,5.48,4.58,7.53,4.59,9.44,148.12,150.76,148.12,49.85,49.96,0.00,168.42,0.00,0.00,0,4.12,0.02,19.19,54.38,108.01,13,7,Vivo,gsm,0,2025-07-13 22:00:00 [UTC-3],2025-07-13 22:00:00 [UTC-3]
2025-07-14 01:30:00,1752456600,0.88,1.42,0.56,10.92,10.92,5.88,4.86,8.00,4.91,11.68,162.73,153.67,162.73,43.60,50.31,0.00,168.65,-23.01,-43.25,0,4.12,0.02,19.09,54.47,107.97,16,7,Vivo,gsm,0,2025-07-13 22:30:00 [UTC-3],2025-07-13 22:30:00 [UTC-3]
2025-07-14 02:00:00,1752458400,0.80,1.47,0.48,10.92,10.92,5.73,4.70,7.92,4.83,9.12,169.47,154.08,169.47,46.72,53.50,0.00,166.46,0.00,0.00,0,4.12,0.02,19.02,54.57,107.94,16,7,Vivo,gsm,0,2025-07-13 23:00:00 [UTC-3],2025-07-13 23:00:00 [UTC-3]
2025-07-14 02:30:00,1752460200,0.79,1.17,0.46,12.60,12.60,5.78,4.74,7.95,4.67,12.64,156.50,142.22,156.50,40.56,53.15,0.13,163.12,-23.01,-43.25,0,4.10,0.02,18.94,54.58,107.91,17,7,Vivo,gsm,0,2025-07-13 23:30:00 [UTC-3],2025-07-13 23:30:00 [UTC-3]
2025-07-14 03:00:00,1752462000,0.76,1.25,0.47,10.92,10.92,5.85,4.79,7.98,4.87,10.72,149.59,147.28,149.59,45.42,50.50,0.15,168.08,0.00,0.00,0,4.11,0.02,18.87,54.50,107.87,15,7,Vivo,gsm,0,2025-07-14 00:00:00 [UTC-3],2025-07-14 00:00:00 [UTC-3]
2025-07-14 03:30:00,1752463800,0.80,1.23,0.49,10.24,10.24,5.99,4.94,8.19,5.04,10.40,164.31,153.79,164.31,50.04,50.20,0.06,169.71,-23.01,-43.25,0,4.10,0.02,18.63,54.46,107.76,15,7,Vivo,gsm,0,2025-07-14 00:30:00 [UTC-3],2025-07-14 00:30:00 [UTC-3]
2025-07-14 04:00:00,1752465600,0.77,1.26,0.46,10.24,10.24,5.91,4.87,7.97,4.92,6.40,178.24,155.23,178.24,35.39,47.78,0.27,166.02,-23.01,-43.25,0,4.10,0.02,18.39,55.14,107.70,15,7,Vivo,gsm,0,2025-07-14 01:00:00 [UTC-3],2025-07-14 01:00:00 [UTC-3]
2025-07-14 04:30:00,1752467400,0.78,1.23,0.46,9.10,10.24,6.15,5.04,8.32,5.13,8.80,162.04,151.03,162.43,40.39,52.48,0.34,169.36,-23.01,-43.25,0,4.10,0.02,18.45,55.32,107.74,15,7,Vivo,gsm,0,2025-07-14 01:30:00 [UTC-3],2025-07-14 01:30:00 [UTC-3]
2025-07-14 05:00:00,1752469200,0.83,1.28,0.52,10.24,10.24,6.52,5.30,8.58,5.32,10.40,153.40,146.36,153.40,44.67,50.92,0.43,164.82,0.00,0.00,0,4.09,0.02,18.55,55.28,107.78,16,7,Vivo,gsm,0,2025-07-14 02:00:00 [UTC-3],2025-07-14 02:00:00 [UTC-3]
2025-07-14 05:30:00,1752471000,0.79,1.21,0.48,10.24,10.24,6.39,5.23,8.42,5.47,9.92,155.05,138.34,155.05,50.28,54.56,0.49,150.08,0.00,0.00,0,4.09,0.02,18.52,55.07,107.75,10,7,Vivo,gsm,0,2025-07-14 02:30:00 [UTC-3],2025-07-14 02:30:00 [UTC-3]
2025-07-14 06:00:00,1752472800,0.82,1.26,0.50,10.24,10.24,6.46,5.37,8.49,5.34,11.04,144.18,145.26,144.18,51.11,51.60,0.22,164.82,-23.01,-43.25,0,4.08,0.01,18.48,54.90,107.72,16,7,Vivo,gsm,0,2025-07-14 03:00:00 [UTC-3],2025-07-14 03:00:00 [UTC-3]
2025-07-14 06:30:00,1752474600,0.81,1.28,0.51,10.92,10.92,6.57,5.43,8.66,5.66,10.08,155.37,141.47,155.37,44.65,53.39,0.26,147.98,-23.01,-43.25,0,4.08,0.02,18.32,55.03,107.65,16,7,Vivo,gsm,0,2025-07-14 03:30:00 [UTC-3],2025-07-14 03:30:00 [UTC-3]
2025-07-14 07:00:00,1752476400,0.76,1.47,0.48,10.24,10.24,6.58,5.46,8.54,5.41,9.60,145.82,131.99,145.82,41.92,50.84,0.41,144.63,-23.01,-43.25,0,4.06,0.02,18.13,55.11,107.58,15,7,Vivo,gsm,0,2025-07-14 04:00:00 [UTC-3],2025-07-14 04:00:00 [UTC-3]
2025-07-14 07:30:00,1752478200,0.74,0.98,0.49,12.60,12.60,6.61,5.42,8.91,5.61,10.24,116.94,129.50,116.94,45.39,53.46,0.25,149.03,-23.01,-43.25,0,4.07,0.02,17.98,55.28,107.52,15,7,Vivo,gsm,0,2025-07-14 04:30:00 [UTC-3],2025-07-14 04:30:00 [UTC-3]
2025-07-14 08:00:00,1752480000,0.74,1.18,0.48,10.92,10.92,6.49,5.37,8.64,5.40,6.88,142.38,132.11,142.38,42.83,52.11,0.39,145.46,-23.01,-43.25,0,4.06,0.02,17.85,55.52,107.48,11,7,Vivo,gsm,0,2025-07-14 05:00:00 [UTC-3],2025-07-14 05:00:00 [UTC-3]
2025-07-14 08:30:00,1752481800,0.74,1.25,0.43,9.64,10.92,6.53,5.42,8.52,5.54,10.56,137.97,122.43,129.79,44.88,54.36,0.38,134.43,0.00,0.00,0,4.06,0.02,17.88,55.82,107.51,15,7,Vivo,gsm,0,2025-07-14 05:30:00 [UTC-3],2025-07-14 05:30:00 [UTC-3]
2025-07-14 09:00:00,1752483600,0.74,1.05,0.43,9.64,10.24,6.53,5.39,8.50,5.29,11.04,134.92,126.06,132.05,47.49,54.33,0.32,135.39,-23.01,-43.25,0,4.05,0.71,18.04,55.83,107.58,15,7,Vivo,gsm,0,2025-07-14 06:00:00 [UTC-3],2025-07-14 06:00:00 [UTC-3]
2025-07-14 09:30:00,1752485400,0.72,1.28,0.46,10.24,10.24,6.56,5.34,8.74,5.24,11.68,141.14,131.55,141.14,47.79,56.09,0.36,145.04,0.00,0.00,0,4.05,4.15,18.24,55.71,107.66,15,7,Vivo,gsm,0,2025-07-14 06:30:00 [UTC-3],2025-07-14 06:30:00 [UTC-3]
2025-07-14 10:00:00,1752487200,0.72,1.32,0.42,10.24,10.24,6.56,5.36,8.64,5.49,9.60,148.47,130.02,148.47,37.38,56.75,0.69,135.92,-23.01,-43.25,0,4.07,4.17,18.75,55.63,107.87,12,7,Vivo,gsm,0,2025-07-14 07:00:00 [UTC-3],2025-07-14 07:00:00 [UTC-3]
2025-07-14 10:30:00,1752489000,0.69,0.95,0.41,9.64,10.92,6.55,5.43,8.58,5.58,6.40,147.02,131.27,134.35,40.10,53.61,0.36,142.25,-23.01,-43.25,0,4.10,4.20,19.56,55.32,108.18,15,7,Vivo,gsm,0,2025-07-14 07:30:00 [UTC-3],2025-07-14 07:30:00 [UTC-3]
2025-07-14 11:00:00,1752490800,0.70,1.10,0.42,10.24,10.24,6.63,5.50,8.70,5.58,12.48,144.24,136.28,144.24,44.99,53.60,0.47,145.87,-23.01,-43.25,0,4.14,4.25,20.77,54.94,108.66,16,7,Vivo,gsm,0,2025-07-14 08:00:00 [UTC-3],2025-07-14 08:00:00 [UTC-3]
2025-07-14 11:30:00,1752492600,0.72,1.02,0.44,9.64,13.65,6.75,5.51,8.98,5.76,11.68,132.56,129.28,138.79,47.17,54.54,0.44,146.04,-23.01,-43.25,0,4.19,4.30,22.25,53.94,109.22,12,7,Vivo,gsm,0,2025-07-14 08:30:00 [UTC-3],2025-07-14 08:30:00 [UTC-3]
2025-07-14 12:00:00,1752494400,0.69,0.98,0.39,12.60,12.60,6.33,5.24,8.28,5.38,8.96,145.25,134.79,145.25,44.33,53.67,0.35,146.19,-23.01,-43.25,0,4.23,6.94,24.60,51.54,110.04,13,7,Vivo,gsm,0,2025-07-14 09:00:00 [UTC-3],2025-07-14 09:00:00 [UTC-3]
2025-07-14 12:30:00,1752496200,0.73,1.07,0.48,11.70,11.70,7.02,5.77,9.32,5.74,11.04,136.03,135.16,136.03,47.20,53.67,0.68,143.88,-23.01,-43.25,0,4.19,8.10,25.61,51.88,110.57,14,7,Vivo,gsm,0,2025-07-14 09:30:00 [UTC-3],2025-07-14 09:30:00 [UTC-3]
2025-07-14 13:00:00,1752498000,0.68,1.01,0.41,10.24,10.24,6.43,5.09,8.83,5.29,10.40,160.67,138.01,160.67,42.07,56.81,0.44,144.77,-23.01,-43.25,0,4.18,8.14,26.43,51.08,110.96,12,7,Vivo,gsm,0,2025-07-14 10:00:00 [UTC-3],2025-07-14 10:00:00 [UTC-3]
2025-07-14 13:30:00,1752499800,0.68,0.99,0.38,9.64,10.24,6.16,4.83,8.33,4.84,11.04,154.43,132.01,148.85,49.76,55.95,0.68,155.64,0.00,0.00,0,4.18,8.13,27.50,49.87,111.40,14,7,Vivo,gsm,0,2025-07-14 10:30:00 [UTC-3],2025-07-14 10:30:00 [UTC-3]
2025-07-14 14:00:00,1752501600,0.69,1.04,0.40,10.24,10.24,6.07,4.73,8.26,4.78,7.52,140.71,126.59,140.71,40.29,55.73,1.11,139.31,-23.01,-43.25,0,4.17,8.11,28.32,48.84,111.72,13,7,Vivo,gsm,0,2025-07-14 11:00:00 [UTC-3],2025-07-14 11:00:00 [UTC-3]
2025-07-14 14:30:00,1752503400,0.69,1.06,0.38,9.64,10.24,5.94,4.55,8.43,4.72,8.64,146.87,124.33,136.39,45.83,58.03,0.53,144.31,-23.01,-43.25,0,4.17,8.15,28.71,47.70,111.82,15,7,Vivo,gsm,0,2025-07-14 11:30:00 [UTC-3],2025-07-14 11:30:00 [UTC-3]
2025-07-14 15:00:00,1752505200,0.71,1.20,0.44,9.64,16.38,6.23,4.73,8.91,4.92,8.32,146.46,132.30,168.69,51.42,59.44,0.52,142.37,-23.01,-43.25,0,4.16,8.08,28.74,47.73,111.86,14,7,Vivo,gsm,0,2025-07-14 12:00:00 [UTC-3],2025-07-14 12:00:00 [UTC-3]
2025-07-14 15:30:00,1752507000,0.69,1.05,0.41,14.89,14.89,5.88,4.46,8.64,4.49,10.88,144.25,126.77,144.25,64.07,59.42,0.76,144.71,0.00,0.00,0,4.19,8.17,29.57,46.59,112.12,13,7,Vivo,gsm,0,2025-07-14 12:30:00 [UTC-3],2025-07-14 12:30:00 [UTC-3]
2025-07-14 16:00:00,1752508800,0.66,1.08,0.34,9.64,16.38,5.56,4.31,7.98,4.47,11.52,165.32,127.73,179.62,46.74,59.24,0.64,132.58,-23.01,-43.25,0,4.18,8.18,28.77,47.62,111.89,13,7,Vivo,gsm,0,2025-07-14 13:00:00 [UTC-3],2025-07-14 13:00:00 [UTC-3]
2025-07-14 16:30:00,1752510600,0.76,1.28,0.42,16.38,16.38,6.18,4.84,8.39,4.91,8.00,181.66,124.91,181.66,67.95,55.02,1.27,137.28,-23.01,-43.25,0,4.17,8.10,28.53,47.69,111.79,12,7,Vivo,gsm,0,2025-07-14 13:30:00 [UTC-3],2025-07-14 13:30:00 [UTC-3]
2025-07-14 17:00:00,1752512400,0.73,1.07,0.44,13.65,13.65,6.21,4.85,8.63,5.10,6.88,154.53,122.11,154.53,62.75,56.78,1.42,121.91,-23.01,-43.25,0,4.17,8.11,28.19,48.17,111.68,13,7,Vivo,gsm,0,2025-07-14 14:00:00 [UTC-3],2025-07-14 14:00:00 [UTC-3]
2025-07-14 17:30:00,1752514200,0.79,1.21,0.46,10.92,10.92,6.36,5.05,8.67,5.15,6.08,141.38,123.22,141.38,51.91,55.80,0.94,151.69,0.00,0.00,0,4.16,8.08,27.93,48.16,111.57,12,7,Vivo,gsm,0,2025-07-14 14:30:00 [UTC-3],2025-07-14 14:30:00 [UTC-3]
2025-07-14 18:00:00,1752516000,0.76,1.12,0.46,9.64,12.60,6.20,4.77,8.76,5.14,9.92,133.33,124.60,147.07,48.73,58.47,0.71,135.78,-23.01,-43.25,0,4.16,8.06,27.42,48.33,111.34,11,7,Vivo,gsm,0,2025-07-14 15:00:00 [UTC-3],2025-07-14 15:00:00 [UTC-3]
2025-07-14 18:30:00,1752517800,0.78,1.49,0.45,12.60,12.60,6.03,4.75,8.50,4.73,7.20,131.51,117.88,131.51,58.18,56.58,0.94,138.20,-23.01,-43.25,0,4.16,7.98,26.67,48.56,111.02,11,7,Vivo,gsm,0,2025-07-14 15:30:00 [UTC-3],2025-07-14 15:30:00 [UTC-3]
2025-07-14 19:00:00,1752519600,0.73,1.10,0.40,16.38,16.38,5.62,4.50,8.10,4.76,12.64,184.19,119.49,184.19,63.34,57.42,1.43,126.30,-23.01,-43.25,0,4.18,4.28,25.52,48.97,110.52,12,7,Vivo,gsm,0,2025-07-14 16:00:00 [UTC-3],2025-07-14 16:00:00 [UTC-3]
2025-07-14 19:30:00,1752521400,0.79,1.10,0.47,14.89,14.89,6.13,4.91,8.67,5.00,9.44,183.72,121.99,183.72,63.44,57.11,1.44,126.90,0.00,0.00,0,4.17,4.27,24.45,49.40,110.01,15,7,Vivo,gsm,0,2025-07-14 16:30:00 [UTC-3],2025-07-14 16:30:00 [UTC-3]
2025-07-14 20:00:00,1752523200,0.77,1.15,0.43,14.89,14.89,5.85,4.66,8.50,4.76,9.44,139.63,117.91,139.63,58.53,56.40,0.89,131.97,-23.01,-43.25,0,4.16,3.63,23.02,50.52,109.44,13,7,Vivo,gsm,0,2025-07-14 17:00:00 [UTC-3],2025-07-14 17:00:00 [UTC-3]
2025-07-14 20:30:00,1752525000,0.76,1.22,0.45,14.89,14.89,5.77,4.57,8.50,4.62,11.20,152.78,119.37,152.78,53.26,56.69,1.69,126.04,-23.01,-43.25,0,4.16,0.22,21.90,51.64,109.01,13,7,Vivo,gsm,0,2025-07-14 17:30:00 [UTC-3],2025-07-14 17:30:00 [UTC-3]
2025-07-14 21:00:00,1752526800,0.80,1.25,0.47,14.89,14.89,5.92,4.69,8.66,4.79,11.68,147.59,122.71,147.59,59.52,55.42,1.02,126.74,-23.01,-43.25,0,4.15,0.02,21.15,52.45,108.74,13,7,Vivo,gsm,0,2025-07-14 18:00:00 [UTC-3],2025-07-14 18:00:00 [UTC-3]
2025-07-14 21:30:00,1752528600,0.81,1.28,0.46,16.38,16.38,5.75,4.62,8.50,4.74,8.16,156.29,121.86,156.29,69.04,56.06,0.92,128.00,-23.01,-43.25,0,4.15,0.02,20.60,53.16,108.54,13,7,Vivo,gsm,0,2025-07-14 18:30:00 [UTC-3],2025-07-14 18:30:00 [UTC-3]
2025-07-14 22:00:00,1752530400,0.79,1.15,0.46,14.89,14.89,5.52,4.43,8.31,4.49,12.00,163.22,118.98,163.22,65.26,57.46,1.05,116.35,-23.01,-43.25,0,4.14,0.02,20.35,53.77,108.47,14,7,Vivo,gsm,0,2025-07-14 19:00:00 [UTC-3],2025-07-14 19:00:00 [UTC-3]
2025-07-14 22:30:00,1752532200,0.81,1.23,0.48,14.89,14.89,5.67,4.49,8.65,4.66,10.40,183.50,121.53,183.50,72.74,61.87,0.62,129.55,0.00,0.00,0,4.14,0.02,20.34,53.97,108.48,16,7,Vivo,gsm,0,2025-07-14 19:30:00 [UTC-3],2025-07-14 19:30:00 [UTC-3]
2025-07-14 23:00:00,1752534000,0.82,1.28,0.53,14.89,14.89,5.81,4.52,9.01,4.65,8.00,185.37,130.22,185.37,57.89,60.92,0.34,129.77,-23.01,-43.25,0,4.14,0.02,20.30,53.90,108.45,11,7,Vivo,gsm,0,2025-07-14 20:00:00 [UTC-3],2025-07-14 20:00:00 [UTC-3]
2025-07-14 23:30:00,1752535800,0.81,1.36,0.45,14.89,14.89,5.32,4.25,8.05,4.29,11.20,153.22,129.37,153.22,65.61,55.82,0.77,146.39,-23.01,-43.25,0,4.14,0.02,20.32,53.83,108.45,13,7,Vivo,gsm,0,2025-07-14 20:30:00 [UTC-3],2025-07-14 20:30:00 [UTC-3]
2025-07-15 00:00:00,1752537600,0.80,1.08,0.49,16.38,16.38,5.61,4.43,8.85,4.42,14.08,178.08,140.82,178.08,43.61,54.38,0.27,142.39,-23.01,-43.25,0,4.13,0.02,20.13,53.89,108.37,13,7,Vivo,gsm,0,2025-07-14 21:00:00 [UTC-3],2025-07-14 21:00:00 [UTC-3]
2025-07-15 00:30:00,1752539400,0.81,1.22,0.51,16.38,16.38,5.93,4.70,9.20,4.63,7.84,166.54,140.95,166.54,49.61,53.61,0.64,140.17,-23.01,-43.25,0,4.13,0.02,19.93,53.88,108.28,12,7,Vivo,gsm,0,2025-07-14 21:30:00 [UTC-3],2025-07-14 21:30:00 [UTC-3]
2025-07-15 01:00:00,1752541200,0.75,1.17,0.45,14.89,14.89,5.69,4.56,8.65,4.55,5.92,166.86,137.68,166.86,48.11,53.51,0.61,142.91,-23.01,-43.25,0,4.13,0.02,19.69,54.12,108.19,13,7,Vivo,gsm,0,2025-07-14 22:00:00 [UTC-3],2025-07-14 22:00:00 [UTC-3]
2025-07-15 01:30:00,1752543000,0.74,1.34,0.45,14.89,14.89,5.87,4.70,8.82,4.73,13.12,160.36,136.75,160.36,54.88,54.95,0.64,137.70,-23.01,-43.25,0,4.12,0.02,19.49,54.37,108.12,14,7,Vivo,gsm,0,2025-07-14 22:30:00 [UTC-3],2025-07-14 22:30:00 [UTC-3]
2025-07-15 02:00:00,1752544800,0.77,1.23,0.47,14.89,14.89,6.09,4.90,8.89,5.00,8.80,165.33,141.09,165.33,43.87,52.09,0.87,142.77,-23.01,-43.25,0,4.12,0.02,19.36,54.33,108.06,11,7,Vivo,gsm,0,2025-07-14 23:00:00 [UTC-3],2025-07-14 23:00:00 [UTC-3]
2025-07-15 02:30:00,1752546600,0.78,1.15,0.51,16.38,16.38,6.63,5.25,9.78,5.38,8.00,165.23,143.90,165.23,56.75,53.55,0.66,151.94,-23.01,-43.25,0,4.12,0.02,19.16,54.47,107.98,15,7,Vivo,gsm,0,2025-07-14 23:30:00 [UTC-3],2025-07-14 23:30:00 [UTC-3]
2025-07-15 03:00:00,1752548400,0.79,1.11,0.54,16.38,16.38,6.70,5.27,9.99,5.41,6.88,152.20,143.30,152.20,55.21,53.65,0.50,150.82,-23.01,-43.25,0,4.11,0.02,19.00,54.75,107.93,15,7,Vivo,gsm,0,2025-07-15 00:00:00 [UTC-3],2025-07-15 00:00:00 [UTC-3]
2025-07-15 03:30:00,1752550200,0.79,1.29,0.54,16.38,16.38,6.79,5.37,9.99,5.25,11.20,142.04,140.96,142.04,56.58,52.87,1.07,145.44,-23.01,-43.25,0,4.11,0.02,19.00,54.99,107.94,15,7,Vivo,gsm,0,2025-07-15 00:30:00 [UTC-3],2025-07-15 00:30:00 [UTC-3]
2025-07-15 04:00:00,1752552000,0.76,1.17,0.52,16.38,16.38,6.78,5.35,9.94,5.28,12.32,162.04,145.69,162.04,47.01,52.64,0.82,147.63,-23.01,-43.25,0,4.11,0.02,19.00,54.93,107.94,16,7,Vivo,gsm,0,2025-07-15 01:00:00 [UTC-3],2025-07-15 01:00:00 [UTC-3]
